,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
6365,499032.2694,550.0,3,4,397.37,29.46,7,14.24,11.72,93.85,5
2533,658930.854,2046.36,3,3,804.37,76.28,8,68.67,8.7,95.09,7
220,175680.1302,906.93,1,1,851.72,40.62,7,29.21,10.02,95.75,7
4746,149314.6665,550.0,3,3,649.63,2.33,7,104.11,43.68,97.47,5
1599,335653.1603,783.91,2,4,515.91,41.84,7,74.19,19.26,93.42,7
325,166249.1423,696.71,1,3,1109.8,50.24,7,56.54,31.78,96.92,3
5327,335869.6815,1737.13,1,4,506.46,18.63,6,66.21,10.4,99.0,4
4696,381488.4294,1630.8,1,4,351.78,5.46,10,27.43,9.14,90.71,6
5580,267223.3677,1648.24,2,3,109.9,6.9,8,72.56,3.8,93.95,10
5546,462394.7906,1658.26,2,4,682.33,16.96,7,25.51,4.4,99.76,8
5618,331024.3962,877.75,3,2,933.82,20.51,9,61.71,15.41,95.12,5
6597,306202.9736,550.0,1,1,510.2,59.26,6,46.75,5.98,99.08,1
3320,544722.7857,1396.01,3,5,554.38,67.25,8,57.78,8.35,95.91,7
2132,415827.6696,550.0,4,3,103.65,27.32,10,63.48,15.96,95.59,7
6392,245587.7622,1051.25,4,2,602.87,32.64,10,14.07,19.95,91.3,6
5494,274730.4351,947.06,2,3,675.68,48.67,8,28.78,13.04,98.1,6
1658,348766.8704,1607.44,2,3,540.91,30.53,9,29.46,15.68,85.86,6
277,207397.7233,550.0,2,3,290.65,27.16,7,108.3,0.82,92.38,1
4088,412065.7793,870.7,3,4,836.51,15.37,9,9.7,12.46,96.04,9
4720,225891.6674,1261.69,2,3,440.8,11.54,8,7.6,8.31,98.66,7
5913,100671.6346,1789.94,1,2,407.92,44.43,5,93.96,25.18,83.84,2
1691,357762.5729,550.0,2,4,679.14,25.31,7,70.29,1.38,93.02,5
4382,105967.4529,811.64,2,1,66.66,23.0,5,9.43,27.28,83.97,4
4646,221693.1649,709.6,2,4,620.74,48.03,6,135.99,35.75,95.62,6
1439,210158.5888,550.0,1,5,734.97,42.68,7,39.9,11.18,91.14,5
900,312812.2156,550.0,2,2,517.5,7.45,3,55.19,34.38,88.01,1
2728,655655.4963,1410.69,3,4,798.17,30.22,9,101.07,36.15,93.5,7
1841,494321.5561,1301.59,4,3,881.71,19.98,8,64.23,13.06,99.41,6
2287,271239.7578,1017.91,4,2,740.03,9.07,5,51.09,1.42,89.52,3
4218,214792.7871,550.0,4,2,185.8,18.59,9,75.0,23.3,94.46,3
6058,248086.4852,757.67,2,3,940.59,24.01,10,27.95,3.26,93.62,8
5609,151940.0427,1072.97,1,2,352.41,31.76,8,7.62,11.45,93.24,5
4620,553654.66,1306.01,2,4,351.62,27.31,6,18.59,14.59,93.56,5
3053,286713.1975,1505.34,3,2,584.56,47.24,8,44.81,10.4,93.79,4
6727,475523.4029,1496.88,3,5,697.14,28.01,10,37.08,0.01,97.24,7
4412,368663.1909,1142.79,2,3,96.34,31.04,8,119.28,50.74,93.5,7
4701,251234.4296,954.82,2,5,588.5,40.48,10,54.02,14.63,93.39,8
3417,269536.7121,550.0,4,4,369.96,47.57,4,16.13,8.51,92.91,2
4410,244475.5565,550.0,1,1,616.53,33.6,3,37.35,12.51,92.19,2
2918,406174.3374,1703.4,2,2,9.33,63.64,10,29.32,14.54,91.14,4
4115,223631.1761,1077.07,2,4,704.37,55.86,5,118.62,34.3,91.73,5
2333,112202.2475,720.07,2,2,834.12,44.07,5,83.85,19.5,95.8,7
22,238200.4947,1814.94,1,4,482.49,13.44,7,46.63,23.18,93.48,4
4479,145622.0632,558.05,1,3,723.46,4.77,4,38.62,17.18,93.07,1
1079,435944.4423,1406.46,3,3,169.89,11.27,6,36.12,5.13,95.96,4
1487,127257.9956,651.19,2,3,285.4,46.53,6,33.06,13.24,97.83,3
736,374306.8394,1199.76,3,3,456.96,5.69,8,72.11,24.31,99.9,4
6456,358474.0473,863.02,2,3,105.48,77.15,6,46.46,37.37,95.26,4
3807,184107.5474,550.0,5,2,466.66,9.67,6,25.94,19.59,87.66,2
5625,210467.5593,1208.45,1,3,672.11,16.9,6,47.78,1.55,94.06,6
3621,351117.6189,1113.09,1,3,857.27,6.19,8,30.43,9.0,91.8,6
3918,416279.762,1184.28,3,5,320.38,41.76,8,23.74,17.37,90.41,8
2744,358206.1419,1230.8,3,2,808.78,31.3,4,44.78,13.14,89.02,4
4997,150183.814,550.0,4,2,448.54,46.8,7,97.74,18.25,95.62,6
2581,401135.7425,1050.07,2,4,351.05,66.52,9,12.23,22.58,96.92,8
2112,436711.6125,1899.29,3,4,359.86,12.78,10,6.18,3.25,88.55,7
5706,399813.4381,853.83,3,2,510.63,28.92,7,2.99,11.99,94.02,5
6283,167794.434,550.0,1,1,334.15,26.28,3,77.39,26.14,98.39,1
1578,340049.7139,550.0,4,3,171.28,35.73,9,0.36,9.93,98.57,6
4783,476215.8951,995.2,3,3,815.1,21.2,10,36.0,14.4,94.9,7
2033,489571.0562,1305.51,2,4,783.75,51.56,9,32.58,9.78,96.21,4
4225,507694.0321,1875.77,1,4,300.89,31.67,7,39.17,1.02,97.53,6
4132,280525.7092,955.04,1,4,832.77,33.79,10,57.45,3.51,90.13,8
5390,127136.8774,672.15,1,3,570.18,50.53,7,9.54,23.8,94.41,6
6204,97646.83316,1125.42,1,1,854.36,9.64,5,37.31,18.25,88.07,3
2152,268779.6379,819.25,1,4,433.41,28.49,8,9.19,12.34,90.43,6
1455,553869.8339,1943.54,3,3,418.46,28.06,9,44.41,7.62,99.9,7
3921,266749.8707,829.55,2,4,467.36,55.87,9,67.09,7.71,99.9,5
1375,260597.4029,1108.96,1,4,523.92,36.58,3,38.87,26.65,98.25,3
2747,174607.7591,550.0,3,3,402.61,63.25,5,119.05,37.86,93.91,4
6421,429472.0052,789.19,4,4,718.26,37.2,8,56.55,19.7,94.27,7
4951,463283.0445,1056.76,3,4,231.74,53.28,7,50.78,12.66,97.87,5
2390,219685.3454,961.63,1,3,691.26,23.42,4,43.69,12.8,97.34,4
672,504948.6069,1725.96,2,4,247.68,74.01,5,45.07,19.59,98.65,5
4125,509360.4471,1657.28,1,3,186.92,47.8,6,26.77,7.9,85.85,6
1972,113736.8159,550.0,1,3,300.57,59.71,4,28.63,40.37,92.69,4
2308,210535.6385,1089.42,1,3,231.1,38.1,7,23.52,13.56,98.39,2
1012,376791.9595,924.0,2,4,540.95,41.77,8,14.0,36.37,88.68,6
1405,273089.5777,936.61,1,4,840.64,23.1,9,11.41,15.35,99.9,4
1197,447293.5671,1261.09,3,3,598.7,22.74,6,104.42,23.95,93.08,5
5069,510710.9186,792.14,2,4,659.69,0.03,7,2.49,5.31,99.9,7
1922,220797.4023,1541.15,4,1,289.74,11.97,4,24.29,22.73,88.49,5
5070,99926.50041,650.59,3,1,889.26,44.25,6,5.2,0.86,93.89,3
1800,391602.5135,675.22,4,3,203.03,5.55,7,3.34,15.29,88.86,5
717,407645.5491,762.09,5,3,703.08,35.11,8,2.98,23.88,92.96,7
6547,280826.7251,774.57,2,2,633.56,21.05,8,56.93,20.08,92.5,5
4022,146398.0981,550.0,2,2,281.58,35.38,5,37.33,39.9,98.15,4
2160,278722.1254,1425.25,2,4,591.26,18.81,9,1.74,1.35,99.42,7
4252,324387.7875,1004.49,3,3,656.32,49.4,6,35.4,25.98,91.36,3
2929,207975.2291,558.0,1,4,337.52,48.05,6,27.03,12.17,91.75,6
1955,174112.8032,557.05,4,3,674.88,24.17,6,6.9,15.74,98.25,3
4862,106924.3224,550.0,2,2,843.15,19.1,4,1.9,26.79,94.16,4
1171,372061.6469,778.36,4,4,774.95,54.21,9,40.27,2.15,99.9,4
4668,632980.112,1438.33,1,4,442.11,54.95,9,3.76,0.15,91.8,7
1602,506058.193,701.55,3,4,1113.83,43.68,9,11.83,3.95,98.21,5
4027,402845.5918,1923.1,4,2,294.11,12.89,9,116.99,11.21,86.33,5
977,367857.0917,1399.45,1,3,951.7,33.02,7,50.91,7.19,89.61,4
6941,424124.6825,782.21,2,5,364.23,26.33,10,17.63,14.44,99.6,8
4512,290680.7164,1333.37,2,1,521.58,61.39,8,47.0,4.34,92.91,7
3487,461501.3745,1153.56,3,4,382.87,53.58,6,42.73,7.91,94.58,5
6418,277576.4536,1232.47,4,2,158.27,45.65,5,101.56,11.9,97.1,4
839,372767.7884,1178.17,1,3,786.3,39.16,9,40.0,17.08,95.09,8
1729,385144.7233,1002.76,3,3,515.12,26.26,10,20.57,15.27,89.4,6
192,542695.4537,1325.64,2,3,568.87,43.44,6,9.83,17.53,87.37,2
5593,109741.0849,963.22,1,1,477.84,43.83,5,76.36,13.49,96.65,6
4941,353630.6431,921.51,3,3,276.07,17.41,7,9.81,19.96,92.36,6
978,260260.6374,857.2,2,3,556.04,1.5,9,48.03,32.98,85.92,4
6447,172426.9023,617.7,1,2,337.07,51.47,4,77.58,22.41,91.94,5
3704,340383.2043,1446.91,4,2,259.84,16.16,6,40.89,2.57,92.82,6
6876,149750.1131,1039.02,1,1,1059.02,42.36,6,23.49,24.72,95.35,4
1995,147113.2338,894.95,1,2,452.22,48.4,3,49.25,22.48,88.41,1
6383,404764.9182,1442.25,3,3,564.09,10.33,7,35.52,22.0,92.45,6
2273,263236.7492,1255.62,2,3,147.68,1.34,9,78.37,14.22,93.64,6
4014,543138.2959,929.42,4,4,579.92,31.51,9,100.87,9.36,97.89,9
4686,311210.3652,1111.9,2,2,641.02,13.68,5,10.92,0.12,95.18,8
3113,222835.941,713.43,2,2,646.91,22.11,10,88.57,34.26,96.11,6
2508,401829.2799,707.14,3,4,424.38,0.62,8,7.86,1.78,93.56,5
954,255148.639,728.28,2,3,747.22,37.11,7,86.34,8.98,87.56,6
6621,311418.5885,1362.72,3,2,1044.39,57.7,6,54.1,12.39,86.41,4
3360,411235.6714,2186.44,3,2,626.15,47.12,7,46.46,5.55,99.08,9
2577,124139.6177,687.49,3,1,79.42,18.56,7,40.11,13.11,85.92,5
2091,594488.8324,1379.79,4,3,375.08,33.8,9,44.94,2.88,99.9,7
2971,501365.3676,944.48,4,3,360.88,37.29,6,6.06,6.72,99.9,8
4852,549795.928,1760.77,2,2,459.59,46.97,7,83.89,31.07,95.95,6
3307,129359.9835,550.0,2,3,694.9,32.07,7,73.63,23.53,94.56,4
4215,398962.6882,829.74,2,4,740.29,7.17,10,10.99,34.49,95.51,5
1057,387216.5626,675.02,4,4,218.21,53.63,10,8.42,0.51,98.41,6
1424,186531.7629,550.0,1,1,433.28,66.58,5,42.5,2.46,92.35,2
4054,129689.9637,561.66,1,2,569.17,16.98,4,53.49,24.15,86.58,2
1426,464114.6722,1678.0,2,3,269.96,40.49,9,110.61,0.28,91.97,5
4530,354230.9295,1020.94,1,3,414.41,43.21,6,45.08,32.34,99.9,5
2905,435836.4462,839.29,1,5,787.77,20.54,9,69.04,36.28,92.94,6
5820,523957.4089,1729.78,4,5,1040.52,3.73,9,6.62,3.41,99.71,9
6139,201622.4738,1198.92,1,2,376.65,0.89,2,17.51,23.58,94.6,3
4314,182456.2896,550.0,1,4,434.72,25.87,10,14.09,6.6,95.8,1
3934,343577.4217,1206.11,1,3,433.88,40.39,8,35.12,8.83,94.14,4
4590,315691.7607,1095.87,2,4,86.61,63.3,6,140.86,5.08,94.71,4
3337,365600.5205,1487.6,3,2,660.53,17.89,7,39.4,14.97,99.9,8
3457,216188.2021,550.0,2,3,629.44,16.53,9,16.33,7.07,92.87,6
1605,172778.1646,891.48,1,1,452.06,14.33,6,37.03,11.9,92.89,7
3140,140612.4978,652.83,2,2,850.9,65.34,5,49.54,0.35,99.9,3
3894,286151.1759,550.0,1,4,107.06,2.22,7,24.42,0.45,93.75,6
700,151227.593,550.0,3,4,255.07,42.94,6,20.21,18.46,88.11,4
3458,239682.4448,1182.12,1,2,224.42,45.22,6,62.85,15.29,91.14,3
6080,304061.1571,781.01,1,4,888.84,32.52,6,7.17,41.59,83.83,5
5903,359643.3157,1016.53,2,3,479.81,39.09,5,10.09,17.14,96.61,10
5023,357602.1174,1404.58,2,3,508.44,6.07,7,15.2,9.68,91.28,6
3679,308828.2779,550.0,1,1,289.02,32.45,4,67.49,43.93,85.43,1
3087,111084.7262,889.9,1,2,523.92,51.48,4,134.96,32.93,91.66,3
4966,101198.7549,723.38,2,3,960.5,46.25,4,95.04,29.49,82.34,5
3579,521954.8921,581.94,3,4,518.23,31.61,9,34.84,17.26,99.62,7
6306,415807.0875,907.46,3,4,312.55,34.28,8,24.74,6.2,99.45,7
5305,278513.7448,550.0,1,4,313.24,37.74,5,46.04,28.38,91.3,7
5308,319023.7068,550.0,4,4,177.98,52.63,9,52.73,15.3,88.72,4
2280,126781.413,579.44,1,2,511.53,43.53,8,46.21,8.27,90.16,4
3126,364356.9769,1297.08,1,5,761.2,58.74,8,13.67,37.69,89.6,5
901,179602.2797,852.56,1,2,163.08,26.6,4,22.25,37.58,94.33,4
1672,221604.3822,1030.61,2,2,1131.48,21.85,6,35.21,28.41,99.9,5
1490,156066.8081,550.0,2,3,428.74,27.83,7,50.57,23.95,89.23,5
6213,290997.8478,832.82,3,2,141.54,27.69,7,21.04,22.94,97.8,3
6930,310388.4997,1023.19,3,2,937.47,10.89,9,103.47,47.8,93.43,8
3729,251522.4401,1351.97,3,2,581.74,31.68,8,61.59,16.56,94.41,5
3091,478614.6645,2229.45,3,4,889.08,50.44,10,53.9,6.3,99.9,8
3811,114505.5941,833.92,1,2,444.51,5.89,8,91.77,15.45,99.41,4
2078,216188.775,550.0,2,2,638.84,7.88,7,69.88,12.82,99.9,4
4407,274638.1222,1154.08,2,3,177.44,4.93,5,79.25,6.45,99.9,6
4061,231570.9801,818.58,2,1,58.83,35.31,7,49.41,20.22,86.87,4
246,155116.99,868.62,2,3,206.64,30.34,10,24.76,7.67,99.9,6
4415,142999.6151,550.0,1,3,419.54,57.21,3,67.94,21.2,97.79,5
6200,296536.7354,1017.85,2,3,553.96,29.37,7,63.8,11.84,93.79,3
1707,169656.4261,1070.43,1,1,506.56,31.68,6,56.47,27.96,92.62,5
3396,101637.682,1296.57,1,2,200.16,14.42,9,98.3,42.02,96.18,4
5513,553529.407,1558.41,4,2,318.07,8.92,10,41.39,14.66,99.9,6
400,255647.7753,1662.92,2,1,268.64,53.94,7,35.25,30.19,93.78,3
4987,584060.7653,1375.64,3,3,700.64,64.46,7,72.34,28.17,95.76,7
39,183257.9263,1067.69,1,3,313.38,26.3,7,40.59,1.02,85.43,2
4993,284596.5952,1219.82,4,4,534.57,21.92,8,77.86,32.93,89.46,7
316,451607.1293,969.23,2,4,520.41,39.87,9,45.53,38.54,86.82,9
1461,260065.2432,744.96,2,3,590.96,52.28,6,112.59,7.61,89.05,5
4796,564601.8115,1346.8,4,4,1243.9,52.18,6,68.64,8.26,94.13,7
5803,429663.1204,550.0,3,4,538.91,27.11,4,38.35,7.16,85.24,5
680,148674.4693,1340.98,1,2,1008.71,13.05,6,107.22,6.51,83.71,2
3877,220535.3979,1111.09,2,4,302.8,10.52,7,11.45,3.94,96.46,4
4310,241794.3257,1115.74,2,2,363.84,26.52,9,52.99,39.91,92.9,6
5767,268709.6545,593.45,3,4,333.42,70.86,6,23.82,11.24,90.89,5
5537,192633.9577,1647.35,1,2,432.94,30.26,5,35.04,15.92,90.33,4
5753,246561.5892,992.99,1,3,1006.05,20.24,8,8.22,3.97,99.9,4
2244,397168.0803,760.77,1,4,57.28,15.77,9,61.77,4.59,99.9,7
1390,134259.7363,550.0,2,3,486.54,32.23,6,10.28,2.39,93.11,3
5412,508459.2489,1349.61,2,4,565.76,44.57,5,23.47,10.41,93.12,6
3324,354961.7707,2170.18,1,2,223.46,4.33,8,50.89,3.51,89.62,5
3885,173014.2408,1146.31,2,2,564.3,55.74,3,50.97,18.88,88.85,1
1257,174200.3734,1180.83,1,3,460.01,12.76,7,76.84,3.22,99.9,3
2040,329619.015,651.16,2,3,669.6,2.35,10,21.52,22.68,97.23,6
4325,535154.4711,1070.45,3,3,1023.25,19.79,7,55.78,5.05,94.06,4
5839,266078.998,1856.18,3,2,552.05,7.26,6,22.68,7.81,99.04,8
2846,385895.941,1484.12,1,4,575.78,54.78,4,51.19,5.03,97.42,4
6741,101705.4364,669.92,3,2,393.47,73.91,6,117.9,18.77,95.31,4
697,242090.3177,1567.09,2,2,468.89,37.41,8,97.63,3.03,93.67,7
1879,153056.5317,945.36,2,3,281.91,42.9,5,8.61,29.87,93.51,4
3771,327234.4101,1077.72,3,3,161.23,2.3,10,57.15,13.99,94.38,9
6589,376548.3196,934.16,2,3,395.8,20.65,9,2.59,24.9,93.09,6
5361,507185.9231,1307.56,2,4,539.92,53.27,9,3.67,0.44,99.9,6
94,268783.2257,922.14,2,2,498.24,36.83,4,50.06,18.08,88.56,6
1059,321947.5436,1499.31,2,4,653.16,15.67,10,70.9,12.31,95.07,5
2926,136278.2019,1127.11,1,2,409.98,22.18,6,19.86,48.02,93.33,3
1703,336760.6472,785.66,2,4,202.36,1.52,9,76.79,13.36,89.5,3
1402,129585.866,550.0,2,2,773.29,7.32,3,37.24,5.97,90.44,2
4276,202422.2535,570.34,2,2,436.75,51.91,4,48.41,22.34,95.22,5
3454,366239.7416,1798.59,1,3,435.48,27.94,9,10.45,19.22,94.94,3
5525,539870.7988,1249.28,2,4,803.57,29.45,10,19.1,5.46,97.86,5
2684,248188.2014,550.0,1,4,189.29,10.67,6,77.62,7.42,87.8,6
2473,383024.0157,1569.31,3,3,1037.97,14.37,5,84.33,6.04,99.02,4
554,134583.2515,550.0,1,3,715.05,6.03,7,36.97,34.52,97.55,3
800,232799.37,1226.69,2,4,341.57,39.68,8,7.97,3.07,99.46,2
2749,170641.265,1578.36,2,2,25.03,68.22,6,66.93,0.38,88.98,7
5492,161999.2888,684.35,1,3,352.73,19.22,7,67.62,8.87,95.42,4
2530,247500.2352,1504.65,4,1,699.89,54.47,9,52.02,11.65,99.0,6
4284,117948.9736,876.96,2,2,340.06,31.79,4,44.25,12.47,86.3,4
6349,233976.9709,771.76,3,2,1333.38,9.26,7,71.26,9.29,99.9,3
5692,169045.8255,592.53,2,3,756.19,2.77,7,99.13,36.99,93.17,5
1976,212495.787,1114.92,2,3,597.83,30.82,8,89.57,32.61,93.26,4
3826,159738.251,550.0,2,3,846.59,39.09,7,105.21,16.57,96.5,3
1739,175214.5163,550.0,1,2,664.58,24.87,4,71.47,18.36,95.99,3
6405,161135.927,1355.66,4,1,213.57,38.9,4,64.93,18.11,91.99,4
5626,527805.1623,1459.29,2,4,419.43,28.59,7,26.19,12.6,93.07,6
1763,392275.602,1760.27,4,3,552.58,30.05,7,90.16,22.93,88.98,2
2188,251042.806,550.0,1,4,214.55,31.67,8,17.8,6.54,95.53,4
6729,482513.0285,834.77,2,4,655.14,10.11,9,6.51,21.97,97.0,6
931,204763.8543,604.56,3,1,193.57,65.68,8,34.3,17.23,88.47,4
6401,436246.4072,1351.01,2,3,466.5,22.02,8,40.52,27.53,94.49,6
5858,155815.2438,916.27,1,3,361.27,21.38,6,39.63,25.66,91.5,3
595,259399.4915,1441.96,1,4,725.81,16.34,7,22.21,32.42,98.6,7
4697,275558.7316,550.0,4,3,26.09,18.53,7,4.82,31.67,99.9,3
3961,539832.9873,1666.59,4,1,899.5,23.97,9,38.74,8.91,99.9,8
1744,341070.0465,949.96,2,4,518.32,52.36,9,109.12,16.24,99.84,2
6536,112980.7449,550.0,3,3,256.21,28.98,7,11.13,19.36,92.78,4
6934,369014.675,1115.69,4,3,244.51,19.22,8,19.15,48.23,91.04,7
4850,404649.8598,1952.95,2,2,539.04,18.03,6,71.58,48.75,99.9,7
4018,251560.2403,1251.3,2,3,375.35,40.33,7,5.51,15.21,96.2,5
2800,342368.1851,843.07,1,4,479.18,16.36,4,6.4,2.38,92.7,5
3750,323022.2186,1068.77,2,3,414.37,47.68,8,46.43,6.45,93.35,8
6926,591930.0137,1695.37,2,5,599.6,62.82,10,17.73,3.74,94.01,7
4926,219875.8803,574.93,1,2,487.75,37.67,6,113.69,12.02,88.18,2
2603,507713.0163,550.0,2,5,449.56,2.26,10,44.63,19.49,99.9,8
581,125238.514,550.0,1,3,229.63,23.94,9,60.06,14.81,95.89,5
5000,285942.035,1064.7,3,1,853.17,35.88,5,12.7,21.35,94.9,4
6121,277318.8698,1821.56,2,3,478.89,41.12,9,38.08,2.02,93.86,7
5420,288045.5479,1099.53,1,3,218.94,6.51,8,62.5,0.22,93.26,3
4667,110478.7079,550.0,2,2,509.05,15.73,4,65.38,46.02,94.83,4
4816,324846.9354,716.61,3,5,995.09,6.22,8,18.49,16.95,99.9,5
4130,197377.5948,819.71,3,2,598.22,1.17,9,18.64,14.44,97.04,6
1258,112350.1734,1291.47,1,2,428.66,31.55,6,119.97,33.04,81.08,4
3159,504221.8113,1379.86,2,3,599.2,5.79,9,66.8,14.53,95.13,6
290,373841.5628,1024.7,1,3,827.3,12.85,9,13.88,9.28,99.9,5
5957,230173.566,976.35,1,3,841.37,5.77,8,70.82,4.13,99.85,4
4367,286044.0372,1143.53,4,2,524.9,42.78,6,45.91,5.3,90.93,7
6542,461043.3516,1017.82,3,4,517.42,24.67,8,106.85,9.35,99.49,7
2990,340481.7284,1198.32,4,4,718.68,19.87,7,41.05,23.14,99.58,8
3517,440072.279,1538.84,2,3,554.16,52.81,10,23.11,11.64,87.95,7
6494,260869.6178,588.48,2,4,323.87,29.81,7,25.23,0.32,90.92,5
1926,260587.6344,613.71,1,5,609.64,44.17,10,8.46,27.96,94.58,5
2109,448315.3875,1325.96,3,3,876.35,13.03,10,55.88,8.51,94.91,8
6578,329248.5451,1995.91,3,2,612.47,53.15,9,13.39,19.38,96.04,6
3467,124956.8317,597.77,4,2,236.83,5.14,7,23.25,13.65,86.75,4
2716,256372.5145,902.24,2,4,350.81,43.67,7,42.79,12.37,92.75,5
5865,152646.3897,550.0,2,2,422.08,16.03,4,16.56,17.68,89.23,2
6605,248450.0784,1008.55,3,3,1086.36,28.31,10,26.7,25.04,97.78,8
5517,419409.281,1304.8,2,3,607.91,2.91,5,64.85,25.51,93.55,5
2500,254639.4274,1350.43,2,3,717.58,0.68,7,79.91,7.76,91.63,5
172,110414.4485,550.0,1,3,192.6,34.62,6,86.63,48.12,99.29,3
4183,434904.4448,1267.34,2,4,487.7,13.3,7,44.7,4.33,92.73,7
946,293640.4683,1220.52,1,2,985.27,31.06,6,55.57,21.4,93.97,4
4216,184023.9313,1005.49,2,2,330.77,36.35,10,13.63,16.66,96.17,5
795,300227.2395,1536.47,2,2,318.57,41.33,5,98.22,3.68,90.88,2
3355,241602.6037,1191.94,1,3,343.99,43.74,7,37.49,25.66,99.9,5
2647,431395.731,849.96,2,3,504.5,46.83,8,13.43,23.31,95.97,5
1114,657864.6024,1262.26,3,4,393.63,22.68,9,0.51,4.53,99.9,8
6546,154990.6295,1173.08,1,2,796.16,8.1,4,11.68,13.8,99.9,6
6338,525938.1543,2084.5,3,4,151.81,44.87,6,49.64,16.86,93.75,8
4578,260509.4674,1027.78,3,4,633.18,50.39,7,13.77,25.42,88.62,8
6303,575304.7083,1274.43,2,4,434.25,28.74,6,65.87,2.02,89.43,7
5882,447702.5196,1314.29,3,2,614.58,7.08,10,37.32,4.14,96.16,9
490,197747.4995,724.79,1,3,912.79,34.78,5,24.88,1.42,94.89,5
5421,223898.8248,607.97,1,3,1038.68,5.38,7,15.06,1.98,95.96,6
4784,363716.895,1445.21,3,4,107.18,58.13,10,2.75,16.01,86.09,6
2682,468255.0969,1750.73,2,3,682.49,26.27,9,48.23,4.87,93.35,6
5731,432138.2935,1227.8,3,4,605.85,36.4,9,102.15,23.98,99.9,6
1248,388014.5042,1774.97,3,3,799.75,34.45,5,32.31,13.06,93.99,3
6974,366024.79,1425.88,3,2,368.68,21.57,7,75.22,9.55,96.73,2
5966,277466.3269,550.0,5,3,396.19,20.95,9,69.22,26.01,92.63,2
4955,526756.9959,1145.69,2,4,838.22,37.55,8,85.09,20.07,89.15,10
518,275672.8901,1335.43,3,2,784.03,36.0,6,8.56,1.49,87.82,6
5947,211150.8233,1886.69,3,1,757.25,48.29,6,18.49,8.07,88.36,5
6725,297585.6719,1451.47,1,3,665.48,28.07,7,39.03,20.66,88.11,4
303,204657.2539,550.0,1,3,239.34,50.25,6,22.23,34.43,91.25,1
1820,246250.2837,823.34,1,4,746.56,27.36,6,79.91,24.34,91.54,3
643,100792.618,550.0,2,2,310.34,27.04,3,50.77,31.43,92.0,6
309,303263.1002,1026.89,2,3,149.28,31.68,7,51.37,7.32,92.33,7
205,312489.6979,985.8,2,3,380.07,33.39,6,1.45,25.72,99.9,3
3293,145967.6379,1065.79,1,2,380.22,43.31,3,8.46,49.5,87.95,3
3149,161533.5785,754.31,1,4,778.7,43.88,4,24.07,34.64,91.21,5
4980,146672.15,550.0,2,3,685.3,56.18,5,42.2,5.59,91.39,5
76,443988.6118,1016.27,4,2,401.64,39.96,9,20.9,31.14,92.1,7
6291,445125.9499,903.05,2,3,631.11,13.26,5,42.27,41.51,95.66,6
1706,163050.2762,1045.42,1,2,756.05,4.95,3,1.18,23.68,99.4,3
3442,449851.6157,839.18,3,3,39.77,38.71,10,64.93,24.34,97.07,6
1527,114429.4825,550.0,2,3,57.78,40.94,4,83.37,21.25,98.4,5
6764,461870.3293,1753.46,2,4,620.32,56.59,9,43.69,2.78,95.71,9
4210,156383.6703,550.0,2,3,438.7,0.47,7,30.85,29.77,99.9,4
2433,265426.7808,860.64,3,4,525.55,7.69,6,49.1,38.03,92.46,4
2786,365678.5358,770.63,3,4,646.07,29.63,8,21.15,19.75,92.74,7
4758,461667.4612,1041.61,4,5,452.98,38.52,8,33.98,2.68,89.56,6
1616,167488.2899,550.0,3,2,255.02,5.94,8,73.39,28.17,96.21,5
4687,234473.6827,1475.33,2,2,486.98,42.45,6,88.55,35.53,93.76,6
5464,136165.008,550.0,1,1,398.21,18.23,6,4.3,0.98,99.2,4
6959,397536.3935,1055.58,2,3,276.43,49.74,8,53.76,32.61,90.52,8
4086,507210.8837,1313.96,3,5,781.31,28.45,10,56.16,2.65,98.42,4
1647,193579.1699,1165.33,2,2,218.34,41.48,6,98.74,15.92,94.39,6
4770,158445.3716,550.0,2,3,332.98,68.79,6,51.46,22.46,96.61,4
1754,504297.1783,1230.72,4,3,703.85,16.19,10,31.0,3.11,88.93,7
333,189599.5983,931.48,3,2,441.0,23.97,7,41.32,23.8,95.42,6
3375,403733.5564,1115.12,2,4,356.96,22.86,6,34.46,46.51,89.86,4
6497,442991.002,1597.52,1,4,645.37,22.63,8,96.78,18.18,87.75,4
5164,379773.238,844.67,1,4,579.57,45.6,9,11.31,1.86,94.61,8
23,135171.2247,946.9,1,3,596.87,25.8,6,120.73,26.67,97.35,1
653,300628.8077,550.0,1,1,688.88,45.47,3,78.23,14.98,91.98,1
4039,192555.8989,550.0,2,4,824.43,9.24,8,43.91,15.25,99.9,8
1608,295184.9616,1524.01,2,3,658.44,40.87,6,140.11,21.12,97.62,4
2808,107538.0376,671.51,1,2,325.08,31.88,5,15.21,13.73,95.14,1
3529,413490.4371,1368.0,3,5,398.5,5.35,6,35.91,7.37,89.11,6
6372,208975.1804,550.0,1,3,68.17,63.39,4,46.67,3.82,85.23,3
2296,168627.5022,550.0,4,2,392.24,29.4,8,34.61,9.04,99.9,4
1970,342235.6781,1667.57,2,2,725.07,9.92,8,30.02,19.82,90.39,6
6297,375958.5058,878.26,3,2,492.01,23.87,3,46.25,8.13,88.33,3
1343,527678.7966,1789.2,4,5,575.16,29.46,10,29.52,17.44,94.66,6
