,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
3050,135803.542,550.0,1,3,386.65,30.29,6,72.37,7.23,89.08,2
289,349805.471,1284.04,2,3,727.56,44.01,8,11.36,10.13,99.9,4
2159,249268.1619,827.25,1,3,361.58,2.52,7,32.58,15.91,95.96,6
6746,519447.7747,1296.86,3,5,572.74,27.45,9,77.97,23.63,89.87,7
6344,157357.3693,806.87,2,3,429.91,42.53,8,45.94,28.58,92.6,4
1458,126222.5514,550.0,1,4,319.36,57.92,6,63.32,30.23,83.63,4
1335,180812.6816,968.4,2,2,474.64,44.0,5,76.54,20.49,84.46,2
3239,126206.8993,550.0,2,2,669.64,23.69,3,29.22,11.53,81.09,4
3530,306977.1266,835.35,2,3,482.54,24.87,7,14.98,12.57,99.9,4
5787,382139.7344,1097.56,2,4,272.05,28.62,6,116.87,13.14,99.9,7
4959,212264.3216,692.45,2,3,733.19,6.93,7,13.57,6.11,99.9,2
415,172227.7567,984.42,1,4,418.85,37.17,8,32.14,26.94,84.25,4
3310,137600.1985,559.57,1,3,774.16,23.98,8,111.82,53.25,94.33,5
1029,171020.9746,550.0,1,2,64.6,6.1,5,96.69,9.12,87.96,2
5990,362981.6337,550.0,3,4,510.13,36.6,6,82.75,17.58,97.2,5
589,554802.8735,1184.97,1,5,48.27,19.39,9,13.58,6.09,90.72,6
6606,126944.0027,930.07,1,1,290.71,30.15,6,45.87,19.92,91.91,3
87,410697.6667,939.61,1,4,419.2,10.14,9,62.77,2.35,82.76,3
6608,132716.068,550.0,1,3,479.38,11.91,4,15.46,34.54,92.68,6
2695,215961.4266,550.0,2,4,485.29,26.61,9,12.96,14.54,87.12,6
4116,334874.4242,1033.26,3,2,466.89,21.06,5,45.72,9.6,89.41,5
6643,181478.3887,993.55,2,2,775.57,1.46,6,43.82,20.5,90.78,1
1444,200405.0955,550.0,2,2,423.64,61.21,5,10.81,1.85,90.66,5
1183,324655.1221,1075.51,3,3,243.85,22.7,9,44.48,0.79,96.6,5
696,716433.5331,1740.34,2,4,831.82,19.57,6,60.25,9.19,99.9,8
1545,328992.1202,1339.34,1,5,508.8,41.49,8,5.21,18.88,99.9,4
4033,293299.7552,925.18,3,3,648.46,27.4,8,26.17,7.9,91.37,4
3565,311145.2758,1083.25,3,4,134.26,17.57,10,13.14,0.87,88.76,6
43,267888.0566,968.6,4,3,625.87,45.22,7,13.54,2.28,96.71,6
4295,202608.9636,1334.82,1,3,153.25,45.04,5,88.77,10.18,92.53,3
6191,203869.5816,1772.95,2,2,672.62,69.11,4,45.39,34.94,91.68,4
1724,522910.3839,1179.73,1,4,467.63,42.83,8,73.36,33.76,84.04,3
2213,158157.9756,1120.08,2,2,980.87,49.98,4,18.34,10.21,99.9,4
3825,218757.1645,1140.39,1,3,143.04,16.33,6,70.95,4.32,91.62,1
3305,228871.9721,929.41,2,3,669.98,6.89,9,48.78,7.93,98.24,5
2777,450706.0897,1035.3,4,4,501.63,49.55,8,25.39,21.03,91.68,4
2469,235796.2815,632.84,1,4,676.1,35.64,8,19.53,20.04,92.7,4
2951,413218.8644,850.67,3,3,356.65,43.89,8,68.68,0.37,94.9,6
6812,261564.5218,1004.4,1,3,101.47,42.66,7,98.74,7.09,95.29,6
3531,180330.4983,712.06,2,3,216.75,49.75,4,20.37,15.73,96.83,2
1806,150555.0477,550.0,5,1,687.31,43.21,9,86.19,5.51,97.71,6
2571,181325.5549,550.0,2,4,2.21,35.82,7,49.04,35.06,99.9,3
5604,150163.8716,574.52,3,2,414.02,55.0,4,41.84,29.57,90.24,2
3949,99924.2893,884.98,2,2,618.22,50.67,3,32.41,26.17,97.05,2
1351,89280.14708,550.0,1,1,278.16,15.87,5,40.53,12.2,93.05,1
4611,402016.5032,1452.3,2,3,446.97,57.55,6,77.95,16.42,89.84,5
1043,242627.3715,740.01,1,3,375.97,41.46,6,90.17,27.47,91.81,3
5434,335335.0951,1380.39,5,3,221.35,58.47,10,36.41,14.62,82.93,9
967,209226.8989,1502.69,2,3,195.91,3.82,7,5.63,42.44,97.55,4
2552,127451.1909,599.91,2,1,554.94,67.95,7,46.38,15.9,98.01,6
1353,102571.8795,550.0,2,2,112.89,44.62,7,21.95,1.99,95.22,5
2975,315149.8746,846.32,1,3,411.26,50.98,5,16.75,0.44,93.25,4
5022,444323.1819,2196.04,3,4,534.15,31.09,6,11.8,20.76,95.04,6
1573,407702.4333,1175.26,2,3,60.38,6.64,8,8.5,4.04,99.9,5
1252,498208.2619,2115.54,3,1,1054.76,35.47,7,5.16,30.55,94.48,6
318,719331.4896,1628.62,5,4,831.39,28.89,10,60.38,5.19,99.9,10
2207,196709.0234,815.38,2,2,640.17,19.55,4,83.49,0.16,91.97,4
2294,251684.8424,1077.59,2,2,427.32,26.13,8,58.12,2.59,99.54,5
657,175080.1936,1118.5,1,1,797.38,11.84,8,61.14,7.53,88.99,2
2746,354727.908,1471.13,2,4,516.65,27.6,10,26.46,6.22,89.99,6
5114,522258.1523,1135.51,3,4,1130.04,34.76,7,28.21,3.36,97.28,6
5470,166591.1252,673.11,3,2,812.29,67.46,6,41.15,34.15,97.71,4
4182,165950.2086,1202.15,2,1,1127.32,49.62,6,59.25,17.17,96.15,6
1465,409778.0401,1545.27,1,4,456.73,35.74,7,34.96,39.69,99.9,4
1117,322496.1499,891.59,2,2,213.04,0.3,6,8.43,11.99,99.9,6
6766,541898.1992,1488.74,5,2,7.24,18.6,8,50.35,0.32,99.8,9
1250,485113.8642,1593.68,2,2,403.84,0.89,9,14.64,4.26,92.94,6
280,340631.8618,980.86,2,4,717.95,31.73,6,14.69,23.59,93.12,3
5940,202333.7397,740.44,1,3,703.92,8.61,8,63.47,9.82,82.58,6
3671,426827.1371,1491.29,2,2,357.3,34.76,7,99.75,37.53,99.9,7
2645,260559.2202,1576.36,1,2,550.96,8.18,8,103.76,5.93,99.01,6
3013,574881.728,1680.2,1,4,1082.68,4.08,9,4.19,15.27,89.69,8
1045,261299.0612,876.01,4,4,255.08,7.12,8,59.58,1.6,99.9,8
1548,129552.4041,1039.42,1,2,886.9,45.63,5,87.4,17.57,87.52,5
3352,469867.4543,1459.42,1,4,54.79,24.23,9,33.86,1.37,92.33,5
1305,142240.2358,1041.16,1,2,433.62,67.75,6,82.52,20.81,94.16,5
1679,240373.1799,1556.84,1,4,447.06,7.5,8,6.57,7.18,96.56,1
3443,329232.3675,1002.7,1,4,1018.61,3.87,9,39.66,3.63,97.44,6
6623,237962.8901,960.58,1,1,272.94,21.26,5,84.02,18.42,94.85,1
5867,291066.7383,1878.52,1,3,243.89,34.68,7,12.64,37.96,85.84,6
3389,381219.9857,1638.91,1,4,831.23,9.47,8,69.93,17.6,99.9,4
1124,459567.602,795.11,5,4,892.19,24.73,9,55.03,17.04,98.02,6
950,376670.0437,1317.59,1,4,848.9,41.79,9,25.82,18.88,99.15,9
1835,329136.4279,999.38,2,3,502.84,0.89,5,54.68,10.27,92.1,4
4111,200754.4642,550.0,2,2,543.23,18.71,4,96.14,19.52,92.18,1
6570,228969.0716,550.0,2,3,69.49,11.04,7,50.96,5.79,89.7,4
5015,192709.4402,550.0,1,4,133.63,61.86,8,19.72,0.5,88.42,6
5800,342875.1627,1284.14,5,3,26.05,10.11,8,98.38,15.23,93.39,5
3739,218544.7836,550.0,1,3,30.37,47.77,6,45.94,36.89,95.67,6
4489,148678.0634,871.97,1,3,585.06,43.3,8,65.52,14.88,91.65,4
1120,181631.6169,550.0,3,3,322.83,25.89,8,80.67,18.43,94.06,5
5405,177035.7517,1078.68,1,3,318.63,46.54,6,46.9,14.24,91.13,4
4488,188525.5716,986.38,1,2,72.66,49.75,9,58.57,27.96,97.75,5
6771,137536.1443,944.66,1,3,994.34,30.02,8,14.57,11.03,94.92,2
5784,203461.3509,683.26,1,2,584.54,37.97,5,61.99,8.29,91.95,2
381,508240.4454,1506.08,2,4,705.39,39.94,10,8.5,1.87,96.7,7
5127,449645.9079,1692.07,1,5,1222.86,14.24,10,58.4,10.8,91.85,5
3158,364932.4281,711.07,2,3,809.8,44.44,4,13.09,35.83,94.07,2
1773,217917.5136,617.59,1,3,781.71,26.94,7,28.55,6.02,94.12,6
6343,205145.6821,759.0,3,3,175.26,17.94,3,94.97,25.87,97.11,1
4736,239893.8764,845.84,2,3,590.94,40.94,9,40.86,4.84,96.38,6
2518,520564.0123,1478.31,3,3,384.55,28.23,9,74.89,8.07,88.83,7
5256,332036.4027,853.04,1,1,203.06,31.06,4,110.9,15.72,93.72,3
2803,274124.9918,1403.53,4,2,1128.16,36.97,9,11.09,18.07,92.95,6
259,211883.045,1067.3,3,2,665.83,11.73,6,20.03,29.33,94.46,8
420,291765.9698,1713.06,2,3,490.96,33.38,8,78.31,30.18,97.93,9
4732,162292.7792,833.03,2,2,687.81,14.16,8,59.25,7.22,86.84,4
6015,203564.234,550.0,3,2,382.59,25.47,8,115.79,24.57,93.9,3
1983,161611.813,550.0,2,3,513.93,21.3,8,42.5,15.83,85.08,5
2367,402906.3189,730.27,3,3,517.02,35.45,6,117.56,39.82,87.57,6
6942,562524.6544,2273.01,3,4,655.18,7.47,8,98.28,8.94,95.49,4
878,631103.0835,1540.52,3,4,626.58,56.18,8,0.12,17.64,90.64,8
319,491275.8051,1116.13,2,5,911.13,56.28,8,2.84,12.3,91.83,4
778,506032.5354,1392.98,3,5,540.6,45.52,10,137.73,6.56,94.08,9
190,313708.945,652.65,2,4,854.55,48.39,6,77.11,3.21,89.19,4
531,412837.757,1439.53,2,2,153.92,17.84,4,0.24,43.05,99.29,3
6503,362504.8069,1016.18,4,2,784.06,37.43,3,41.03,2.22,97.25,3
4544,215501.7223,1213.01,2,4,451.41,33.95,8,102.68,7.17,99.9,6
1687,386169.5096,550.0,4,5,261.13,38.17,8,49.37,7.88,95.09,5
2699,299895.4757,1410.81,2,2,373.51,7.18,8,63.51,0.19,94.5,6
4083,214337.2408,693.88,3,3,778.81,24.98,3,99.27,28.25,93.82,4
3829,611065.099,2099.87,3,3,185.09,50.72,8,34.44,4.59,95.17,3
3730,374267.3556,1782.12,2,2,399.94,41.62,9,81.16,21.9,93.12,6
1301,222101.5906,1433.02,2,1,1066.27,45.39,6,61.39,4.39,89.06,4
4229,167602.6345,775.79,1,3,74.17,13.6,6,73.88,5.34,82.24,6
1828,137573.1292,572.53,2,1,438.32,2.33,7,53.49,28.26,87.94,5
5456,243722.0049,876.67,1,4,117.86,12.17,5,4.85,11.85,95.28,6
4081,569354.2613,1771.39,3,3,839.52,46.83,9,35.27,21.34,90.17,6
480,340315.5408,1500.9,3,5,558.21,22.19,6,11.49,15.37,91.7,8
4492,274890.2237,1094.63,1,3,1085.71,54.08,4,52.65,14.2,92.44,4
1334,138482.0027,625.26,1,2,721.89,25.69,3,58.65,16.4,92.63,1
5967,196604.6614,1809.46,1,3,377.13,66.98,4,92.87,14.78,92.91,6
1584,312374.5689,1295.0,1,2,369.44,42.76,6,1.49,40.38,93.77,6
5073,332145.3784,1343.93,1,4,235.42,41.03,5,84.48,32.86,96.14,3
4992,303919.7476,1247.77,2,3,132.9,27.37,9,11.2,27.03,89.12,6
6749,271978.4914,550.0,3,2,336.53,64.15,9,56.55,3.91,94.2,7
4006,247871.7929,550.0,2,3,136.51,49.92,4,1.5,26.72,94.0,7
748,508327.047,1915.77,1,4,651.22,43.37,9,77.12,7.49,96.86,8
5781,343771.9532,1758.17,1,3,285.33,18.38,9,41.34,3.43,94.16,6
6594,273380.3483,684.2,1,4,625.16,32.37,8,10.43,19.72,93.44,5
4106,215208.6958,550.0,3,3,484.68,36.3,9,33.27,30.04,99.9,5
5284,237511.6102,1408.2,2,3,423.3,29.15,8,82.0,26.7,87.06,7
1941,138315.1695,550.0,2,2,673.43,63.37,5,10.68,16.98,85.08,3
2958,397648.5235,1442.57,2,2,305.96,24.7,6,8.56,16.9,88.1,6
516,209459.8706,818.4,1,4,740.32,1.36,7,53.03,21.14,88.53,2
6508,108820.2578,550.0,1,3,735.4,56.12,6,8.93,35.4,95.52,4
1620,247243.8197,1580.25,1,3,388.2,65.62,8,4.15,18.67,92.22,2
5910,210386.9226,1170.14,2,2,757.79,49.75,5,30.19,20.82,92.83,5
3390,134397.8758,550.0,2,3,293.04,52.24,7,42.48,31.38,91.01,4
2145,178832.3372,834.54,2,3,1030.56,12.35,5,18.63,40.37,95.94,4
1815,176735.2473,713.54,2,3,459.13,53.52,6,129.98,48.16,87.51,6
1640,220116.8995,1510.32,2,3,688.98,44.06,6,15.78,25.66,93.37,3
5639,372219.1404,1133.59,3,2,522.6,38.98,5,7.97,5.94,93.59,5
293,188442.1053,694.97,2,3,489.78,66.84,6,48.91,21.78,87.59,2
920,576752.4502,1566.17,1,4,413.19,28.69,6,9.75,3.54,87.55,4
4605,299295.496,1285.02,2,4,507.52,5.25,3,14.79,34.39,83.43,5
4683,243042.0806,658.32,1,3,306.39,35.95,7,55.64,22.35,99.9,6
4432,446895.5184,949.45,5,3,540.27,10.59,9,1.02,13.61,91.92,5
72,323339.5808,1032.34,3,3,221.1,72.3,7,32.45,20.49,96.54,4
1393,122369.3828,1317.8,1,3,790.22,32.45,4,39.41,17.38,99.9,5
2016,494924.5852,2277.23,2,3,388.04,15.61,7,17.03,41.6,88.43,8
4390,206292.4974,550.0,1,3,516.57,29.44,5,89.07,23.37,95.53,4
5478,272823.1207,550.0,3,4,237.74,51.63,10,20.72,3.18,95.76,5
1769,120333.7165,914.43,2,2,424.12,49.03,5,121.47,14.04,99.9,6
2940,539096.1489,1551.28,3,4,443.14,47.68,9,3.39,6.16,94.93,7
6487,671258.9396,1653.2,4,3,853.9,39.52,9,74.53,21.29,99.9,7
5266,165834.1971,875.41,1,4,387.68,45.34,6,64.21,40.46,87.91,2
5531,322009.8981,1528.82,3,3,624.83,1.12,7,26.67,0.14,89.93,7
4691,107197.9481,550.0,1,1,862.81,14.7,6,57.79,14.11,95.36,5
387,152297.6017,700.9,1,3,840.32,0.29,6,92.84,8.42,87.5,5
874,252944.9569,589.22,2,4,452.4,43.84,5,90.89,37.08,90.8,5
721,238886.441,817.26,4,2,942.17,17.58,6,114.97,33.9,86.02,3
1818,314192.7979,608.48,1,3,49.89,49.6,4,46.42,11.72,90.44,3
5658,597936.86,2240.4,4,2,725.03,56.42,8,46.22,13.61,90.35,6
5300,354469.5273,979.19,1,6,408.48,32.24,7,5.52,7.09,99.9,4
824,199128.6832,1231.15,2,2,376.56,9.22,4,92.63,25.07,86.27,6
3638,333916.3553,1153.29,3,3,738.17,17.63,10,63.47,4.24,90.12,3
2122,369374.0785,1010.29,3,3,172.3,32.07,6,26.92,12.07,99.9,6
6025,232594.7678,1463.33,2,3,293.14,40.32,4,93.99,33.6,93.25,2
6082,196091.6698,701.87,1,3,75.44,20.55,5,57.58,32.54,99.9,6
6740,375931.0308,2046.61,2,2,499.5,24.77,9,35.69,11.67,96.04,4
2317,272577.9414,1244.03,2,3,711.89,32.26,8,43.9,11.44,91.67,6
887,139220.3462,797.81,1,3,859.48,15.99,6,45.27,12.3,93.75,3
4150,185795.1425,1507.02,2,1,976.97,37.08,8,3.15,5.19,84.35,7
850,462140.1472,1930.82,3,3,958.8,14.83,8,62.72,15.61,93.6,5
1510,123995.3891,1197.81,2,1,628.9,2.21,9,24.35,15.88,98.21,4
1757,295696.8424,982.14,3,5,719.34,29.47,10,55.67,4.06,98.37,6
4723,160359.5372,757.98,1,3,76.09,17.33,4,41.07,0.54,98.61,4
6216,325649.7834,550.0,1,1,181.32,44.77,3,73.07,32.73,91.72,2
228,324162.0997,550.0,3,4,547.29,39.86,8,14.48,19.81,99.9,5
4042,143269.7371,617.43,1,1,683.11,39.0,2,49.1,38.29,91.42,2
2186,550091.5551,1242.17,2,4,584.2,17.32,7,41.68,14.22,94.65,6
694,354630.7593,851.58,3,5,405.31,5.83,6,21.44,29.0,99.57,4
6245,448917.0742,1285.44,2,4,459.17,30.45,7,63.21,19.86,96.07,7
4154,293364.156,550.0,2,3,344.01,17.7,10,24.64,12.65,95.27,5
1612,194056.4015,1123.25,1,4,798.65,23.07,8,43.08,11.1,92.46,5
4357,286517.6173,550.0,1,2,718.57,78.04,4,118.78,18.31,86.62,1
5277,390214.7275,550.0,2,4,385.88,1.78,10,49.61,4.01,92.75,7
5975,456091.1396,1429.85,3,5,251.0,4.11,10,83.6,13.17,85.86,7
2363,422702.956,1634.15,3,2,345.16,22.1,7,24.2,29.34,95.23,7
3400,238598.1583,950.91,1,2,16.56,9.5,3,34.37,27.47,94.65,3
4234,154184.2007,761.29,1,3,880.52,15.3,4,35.64,48.06,84.85,3
384,379621.3228,788.8,4,3,327.3,62.7,7,94.8,2.36,90.48,4
6782,242666.8636,942.63,1,3,628.54,40.96,8,61.55,10.03,98.32,4
4099,144701.5746,638.03,1,3,795.57,33.65,8,43.74,31.42,94.1,3
1664,436973.091,1042.11,1,4,378.48,53.36,6,36.26,15.08,94.14,7
4230,142179.8808,550.0,1,2,1021.63,17.49,5,51.14,14.06,88.45,1
5123,181623.4481,1104.41,2,3,848.77,25.92,7,86.15,15.15,91.28,5
3330,194963.479,550.0,1,3,795.81,39.14,6,22.71,13.16,87.84,1
2997,259052.416,1068.51,3,1,342.5,25.81,7,43.24,30.31,98.36,5
3858,340862.5578,1434.89,2,3,514.35,38.89,8,85.29,37.6,98.13,5
3647,249197.4365,1230.22,2,4,91.7,4.6,7,48.75,18.29,95.95,7
5808,98839.17831,878.12,1,2,204.15,62.45,6,66.76,35.38,92.27,3
4191,452777.9337,1715.76,3,5,75.55,57.25,9,5.49,20.61,87.15,8
6376,276203.1453,550.0,2,4,335.9,43.48,7,19.33,25.76,96.4,5
5383,662104.8113,1348.09,2,5,826.76,6.09,7,15.98,21.92,91.93,7
2313,652006.0813,550.0,3,5,424.1,25.76,6,73.57,0.21,99.9,7
1058,182488.3861,1348.31,1,2,1012.37,10.57,6,74.04,17.16,85.52,3
5669,531828.5757,898.96,3,5,448.71,40.34,8,12.92,13.22,99.9,7
1027,95319.3426,550.0,2,3,83.86,9.53,6,77.0,24.42,90.03,3
5685,120738.6202,1138.64,1,3,671.57,39.86,9,78.51,2.48,99.41,5
92,200794.2658,1195.55,1,3,445.23,29.9,5,76.24,27.14,94.45,3
3423,586725.5921,1237.01,4,3,395.55,33.33,10,43.39,1.83,87.04,8
2625,361719.9913,814.22,2,3,956.76,4.04,10,8.55,7.13,99.79,6
3837,108935.8619,988.76,2,3,1313.59,20.57,5,81.04,29.03,99.9,6
5605,148537.9023,550.0,1,3,83.41,36.73,4,87.14,4.38,86.1,1
1089,352007.6445,1366.41,2,4,1067.16,0.58,9,26.46,22.74,97.09,6
147,302758.8424,854.37,1,3,300.71,23.05,4,34.93,7.47,91.53,3
140,98169.57031,690.15,2,3,215.54,7.89,5,54.57,29.26,89.36,1
2054,441010.8579,1509.24,3,3,2.7,31.43,6,3.86,7.35,90.0,7
1760,237801.2117,914.6,2,4,547.89,39.49,7,73.19,19.66,92.79,4
449,576780.8894,1423.76,1,3,356.87,33.88,10,28.06,20.74,92.77,8
5057,392054.2836,815.17,1,4,365.5,9.41,8,31.6,0.17,99.69,5
2632,189457.1494,712.07,1,1,682.1,40.81,3,69.29,20.17,86.59,1
247,640803.1033,1599.75,3,4,802.63,23.38,10,53.49,28.04,99.9,5
388,332770.3718,743.83,3,2,926.96,22.8,3,91.53,12.23,87.08,6
2234,128597.2572,848.39,1,3,42.21,58.47,7,80.19,43.58,95.5,2
4008,370271.3157,550.0,1,1,640.79,33.22,3,48.34,2.98,90.48,1
263,249029.7925,550.0,2,4,129.04,31.96,6,21.36,11.46,94.35,6
634,255145.0835,967.51,2,3,204.59,22.47,10,0.53,20.39,98.13,7
1496,98056.79277,550.0,1,3,481.26,6.05,4,18.74,46.29,95.36,3
6102,296158.0813,956.69,4,4,765.44,25.42,8,50.98,36.29,89.02,8
2859,465002.1668,2191.53,2,4,721.93,41.0,4,28.38,4.0,87.49,7
2073,533515.2737,1686.78,3,3,321.81,16.01,7,99.59,10.52,93.32,5
1513,141570.5959,739.52,1,2,242.38,40.47,3,70.56,12.92,93.71,4
3754,417593.3801,781.98,2,4,419.94,43.28,5,62.47,19.1,94.82,3
983,191506.719,700.48,2,3,293.74,50.52,7,62.41,36.51,82.4,4
6593,225542.0184,585.01,2,2,536.05,23.38,9,65.9,20.22,98.71,5
1419,279867.7461,1033.49,3,3,326.57,37.44,6,45.38,25.52,95.1,5
129,265790.3215,808.65,1,5,624.84,34.01,7,21.94,10.78,87.85,3
4664,194009.7516,1461.93,1,3,637.14,18.28,4,58.68,31.49,84.14,2
6718,354191.3722,989.91,2,3,596.22,13.46,5,20.72,4.86,99.9,2
198,287109.9397,1176.46,2,4,660.02,26.29,8,40.96,29.55,93.88,6
3211,415963.3615,574.1,2,3,464.9,28.43,3,47.5,7.9,84.86,1
4760,381405.3245,933.03,2,3,755.42,20.38,8,12.87,9.0,90.85,1
1892,162549.3752,937.22,1,2,221.18,10.91,3,23.88,9.65,84.52,2
6731,332048.7969,666.65,2,4,110.8,4.65,8,12.1,4.85,94.21,3
6619,173809.6441,1125.06,3,1,156.55,30.84,7,6.46,3.19,89.65,4
4029,319907.6503,550.0,1,4,578.04,34.49,4,1.75,16.18,96.06,4
4741,442225.0674,1371.0,2,3,397.63,13.65,7,26.75,16.49,92.33,6
4090,611446.3581,1432.31,3,4,457.25,13.05,10,0.16,24.35,96.61,6
2491,109291.8156,550.0,2,2,96.68,65.39,7,80.46,2.39,93.12,2
6272,318697.4162,1638.78,1,3,893.49,36.03,10,66.96,27.04,97.81,4
5793,95866.28932,550.0,2,3,730.12,47.64,4,80.17,39.09,92.23,3
4273,270576.0484,550.0,1,4,82.5,2.01,9,25.79,21.11,94.0,7
5101,192587.2338,632.83,2,3,470.06,8.66,10,37.01,34.82,89.3,6
6711,124195.6191,856.29,1,3,1013.59,36.53,8,53.66,31.67,97.43,4
5869,314862.9031,1096.86,1,4,335.07,37.71,6,92.15,21.54,91.78,4
6734,385473.4938,986.1,3,3,412.02,30.1,7,89.26,50.18,94.56,6
4184,180247.7314,1614.37,1,2,483.68,70.17,6,49.51,16.46,99.9,5
5162,113274.4777,944.74,2,1,322.81,18.89,9,108.85,9.33,96.12,3
5979,133722.6083,550.0,3,3,739.1,53.78,2,75.09,8.38,98.77,1
6774,132679.1883,630.95,1,2,22.96,27.82,5,60.78,17.84,89.91,5
2589,645131.9324,2233.04,3,3,603.29,10.99,10,67.79,5.5,99.9,5
3990,314516.4965,1626.18,1,2,91.59,4.27,10,43.31,16.57,99.9,7
425,525813.4096,1115.24,5,2,852.38,20.23,8,29.12,16.19,99.25,9
4359,176184.984,1520.84,1,2,69.47,32.04,6,47.77,28.71,91.21,3
5377,248336.565,550.0,2,3,536.78,23.87,6,23.97,32.78,99.06,3
5640,151921.942,1294.53,3,1,675.07,49.3,4,52.53,25.0,99.9,3
1168,392663.8886,1402.17,2,2,715.93,10.71,8,67.77,27.66,99.9,6
1869,559482.5761,1095.74,4,4,493.76,70.56,9,83.88,1.84,99.9,10
3716,254961.9937,1090.39,1,3,798.1,59.36,8,79.59,31.73,95.2,4
4679,560479.0962,1596.29,2,3,1016.59,36.79,6,74.34,9.32,99.9,7
4472,282190.943,690.82,2,5,983.03,50.05,10,25.08,1.17,96.46,6
1535,294184.9964,754.89,3,3,552.49,14.42,7,49.98,27.06,97.77,5
6906,372908.5072,1255.55,2,4,806.02,32.51,9,22.98,3.7,99.9,3
5756,572701.7326,1405.88,2,4,887.54,34.9,6,19.14,13.49,99.9,6
4160,180417.0395,550.0,3,2,809.64,33.09,6,40.11,44.1,99.9,5
3075,214548.5399,1405.06,2,2,558.62,56.05,5,103.47,33.41,91.94,6
51,257606.4882,678.71,3,4,524.98,20.75,7,54.64,39.12,86.4,5
4909,164571.114,550.0,1,3,1125.5,16.1,7,61.05,29.19,92.54,5
6631,550774.8003,1360.67,2,4,941.43,17.12,7,3.16,5.15,98.74,5
1714,608847.1727,1511.53,3,3,418.15,6.65,7,9.27,1.14,86.91,6
3804,277856.4616,1532.21,2,1,472.29,21.53,6,15.31,21.49,94.88,4
2792,131037.3002,550.0,1,3,113.08,18.03,7,72.38,28.31,93.63,4
835,150396.4581,550.0,1,2,899.22,51.62,3,38.94,15.11,83.31,4
2184,315110.2214,1318.78,2,3,230.0,16.96,6,47.21,25.24,99.01,3
1481,241041.2506,1154.99,3,3,519.21,21.72,7,56.55,22.92,97.49,5
4079,410553.001,846.35,2,4,834.39,24.23,8,7.68,12.2,91.2,4
3692,250327.6615,931.61,2,3,571.55,62.45,8,18.16,41.47,93.75,5
1061,445123.7902,710.01,3,4,47.38,3.23,5,45.29,22.83,95.14,6
4619,149019.5725,714.95,2,2,437.41,17.09,6,26.98,4.86,94.73,1
1333,150319.056,1280.56,1,2,672.56,47.69,4,91.08,9.84,86.83,3
2551,394191.4072,1040.56,1,3,81.47,8.89,10,32.37,12.19,99.9,9
5555,168159.7604,802.52,1,4,631.97,24.02,10,17.9,44.87,99.9,3
4665,362670.4233,1256.39,3,4,592.6,24.11,7,49.84,23.73,97.9,6
1205,312135.2372,1019.73,1,3,577.71,15.02,6,12.29,19.41,99.9,5
474,321849.8444,683.28,2,4,683.59,40.6,8,20.2,4.09,98.43,6
963,166987.0495,1177.13,1,3,282.06,59.04,8,17.52,24.51,99.16,5
3232,147924.8775,550.0,1,4,639.38,13.24,6,43.64,30.22,91.29,1
3570,347052.8596,550.0,2,5,360.74,23.23,6,64.0,14.44,99.9,3
6467,336360.7681,1310.14,3,3,922.79,48.03,8,22.62,8.42,94.52,6
5571,117833.0743,550.0,1,2,395.98,73.85,5,133.07,10.53,98.44,3
2019,227469.3042,1301.32,1,3,701.13,3.54,9,6.28,11.38,99.9,7
2418,273015.0238,1354.92,3,2,809.67,22.32,5,34.37,4.67,95.18,5
6377,136788.5121,550.0,1,3,589.75,29.66,6,101.9,22.36,92.29,6
3120,247757.2793,1208.48,2,3,463.28,2.83,6,35.89,22.09,97.61,2
5875,202792.0195,550.0,1,3,371.84,35.14,4,67.25,27.17,99.9,6
2256,536029.0706,810.43,2,4,137.27,36.27,8,30.45,9.68,99.9,7
3659,254403.7403,864.82,1,3,429.09,44.84,3,59.61,14.3,90.06,4
4267,240660.9713,1491.62,1,3,697.87,35.19,4,2.86,2.28,96.1,5
3469,173457.2007,550.0,5,3,305.14,26.69,7,54.92,0.38,95.67,7
2071,95310.64643,1026.92,2,1,750.49,36.98,6,114.41,7.71,93.62,4
4533,451762.9087,1796.97,3,2,453.0,6.03,8,67.05,17.59,88.73,5
4738,237318.6527,945.51,2,4,585.59,4.92,10,28.81,12.59,91.57,7
617,137458.5869,550.0,1,3,223.64,23.82,6,40.43,33.79,96.8,5
2062,201150.2466,550.0,2,2,705.9,44.28,7,46.35,13.79,92.19,3
3955,732065.1985,2219.73,1,4,916.15,15.2,9,59.67,9.7,97.59,6
1056,113104.3844,550.0,1,3,337.16,20.54,4,33.87,13.55,91.67,2
5126,129581.9276,550.0,1,2,383.09,21.53,4,60.41,10.2,96.3,3
5432,277825.5958,772.24,2,4,821.65,17.17,9,39.16,27.38,93.11,5
1092,355873.0695,995.76,2,2,132.59,48.1,7,33.69,1.58,99.9,9
2563,180340.2414,550.0,2,1,960.96,46.99,3,81.66,32.42,92.64,3
6504,154444.6512,550.0,2,3,549.2,63.05,5,10.54,17.68,94.52,8
3543,336400.2977,1064.72,3,4,444.14,54.88,7,9.04,37.17,99.9,5
857,129375.8222,550.0,2,3,557.19,24.73,6,73.11,10.43,94.89,3
6122,218544.2298,795.13,1,3,1110.65,46.56,7,35.57,11.55,92.9,5
