,IsLuxury,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
2944,0,1495.69,3,1,406.98,19.53,8,21.81,8.32,83.2,3
6125,0,1199.79,1,3,798.36,44.94,8,82.9,8.06,95.75,6
1319,1,1294.63,4,3,975.53,13.67,9,12.56,12.9,99.9,9
5797,0,1615.64,2,1,335.89,53.26,7,24.67,8.71,92.61,1
1557,0,1135.98,2,2,410.51,22.02,6,34.96,16.52,89.43,2
3670,0,550.0,1,3,488.87,45.5,3,111.9,27.78,99.64,3
1866,0,550.0,2,1,17.11,34.23,6,97.65,44.72,95.08,4
957,1,1781.54,3,3,804.56,48.4,8,50.92,4.25,99.9,8
2422,1,1231.59,2,4,918.28,19.61,10,79.42,14.76,94.1,5
5571,0,550.0,1,2,395.98,73.85,5,133.07,10.53,98.44,3
249,1,1484.37,5,1,220.67,4.54,9,37.66,2.99,99.9,5
4742,0,727.95,2,3,358.09,14.56,7,60.61,47.94,92.23,5
2159,0,827.25,1,3,361.58,2.52,7,32.58,15.91,95.96,6
4822,0,550.0,2,2,554.0,4.07,6,3.69,3.12,92.4,7
4110,0,1224.95,3,2,847.58,2.17,8,21.96,1.81,95.48,3
6892,0,1327.08,2,1,84.94,62.88,5,77.01,20.69,81.44,4
600,1,1701.34,1,3,798.06,57.15,8,36.11,5.43,89.93,6
2866,1,1198.23,2,4,570.11,31.39,6,36.2,13.0,85.63,6
5701,0,812.11,1,4,531.14,32.76,8,30.63,18.92,85.3,5
6586,1,1230.2,1,4,300.73,25.03,8,32.61,15.7,93.44,3
2997,0,1068.51,3,1,342.5,25.81,7,43.24,30.31,98.36,5
6271,0,550.0,3,2,86.43,3.07,6,70.08,9.31,95.91,5
4829,0,1127.42,1,3,635.11,44.71,5,118.42,20.85,98.81,7
1680,0,550.0,2,2,111.62,35.94,6,54.93,4.39,89.65,2
3810,1,977.03,1,4,32.81,55.6,9,77.01,21.83,99.9,6
3708,0,904.28,2,3,193.62,68.72,9,40.06,0.97,93.38,6
2804,0,1053.69,1,2,313.56,19.43,4,45.34,24.81,85.75,2
901,0,852.56,1,2,163.08,26.6,4,22.25,37.58,94.33,4
5979,0,550.0,3,3,739.1,53.78,2,75.09,8.38,98.77,1
1764,1,1836.01,1,3,835.51,20.7,6,121.29,18.43,99.5,8
1599,1,783.91,2,4,515.91,41.84,7,74.19,19.26,93.42,7
3977,0,1501.64,2,3,357.38,3.03,6,26.09,3.62,86.19,5
634,0,967.51,2,3,204.59,22.47,10,0.53,20.39,98.13,7
6197,1,873.98,2,4,778.0,17.31,5,4.73,1.78,96.91,8
1756,1,1048.62,2,3,639.01,1.84,9,0.05,13.59,99.9,8
6142,1,1891.21,1,4,490.88,11.61,10,43.04,0.36,95.78,6
5685,0,1138.64,1,3,671.57,39.86,9,78.51,2.48,99.41,5
2290,0,768.26,2,2,326.59,46.28,6,35.25,14.54,95.0,2
5314,1,1335.3,3,4,635.28,13.8,9,28.55,17.74,91.82,9
5326,0,1115.34,2,3,321.06,32.43,5,21.62,7.48,88.62,4
6954,1,669.39,3,4,203.36,13.22,7,17.0,19.64,94.42,8
222,1,1900.51,1,3,815.84,32.11,10,49.15,8.39,99.9,6
662,1,550.0,2,3,961.83,21.95,9,74.42,11.09,82.32,6
5300,1,979.19,1,6,408.48,32.24,7,5.52,7.09,99.9,4
3468,1,619.77,5,4,626.35,15.18,7,48.04,12.46,89.0,7
5700,1,1192.28,2,3,802.71,2.54,7,24.0,12.82,91.53,8
3928,0,550.0,4,2,738.71,28.49,6,14.02,0.67,93.73,3
5863,0,550.0,1,2,742.6,47.93,4,20.88,18.18,91.23,6
3280,0,597.29,2,4,146.63,35.37,9,12.39,11.42,92.86,6
6732,0,1966.16,1,1,372.11,59.57,5,3.39,14.23,90.48,3
6835,0,1328.2,2,3,219.01,2.56,5,97.62,19.17,88.05,6
63,1,1554.72,1,5,633.52,12.7,8,48.77,20.87,95.78,5
5597,1,916.98,3,3,304.61,41.97,8,10.82,18.31,96.88,8
4605,0,1285.02,2,4,507.52,5.25,3,14.79,34.39,83.43,5
4817,1,1059.29,3,2,616.14,17.83,4,12.61,6.14,92.79,4
1960,0,1334.59,2,3,494.99,32.99,5,67.87,26.08,86.65,6
6628,1,1179.85,4,3,28.74,40.75,7,17.98,10.55,95.49,5
4921,0,566.62,1,4,779.42,20.56,6,39.46,10.08,97.29,5
2485,0,964.44,1,4,773.84,35.86,4,69.07,6.45,87.64,5
872,1,1005.21,4,4,327.68,42.2,8,34.06,1.16,90.85,7
5158,0,1133.6,2,3,396.68,46.01,5,63.23,25.22,93.79,3
3861,1,1553.28,4,2,767.25,18.2,6,24.25,0.44,99.09,7
2205,1,1764.72,3,3,1316.05,36.55,7,41.82,10.11,95.33,7
3467,0,597.77,4,2,236.83,5.14,7,23.25,13.65,86.75,4
4905,1,1388.44,1,4,606.26,5.27,7,48.47,5.62,81.13,6
560,1,648.6,4,4,472.46,2.51,10,13.41,9.28,98.65,10
1986,1,1923.15,3,3,379.09,33.33,7,74.08,27.51,88.68,5
2576,0,1292.24,5,4,456.37,34.81,9,15.27,2.56,93.15,8
1745,0,550.0,1,2,154.05,4.63,5,55.35,5.53,90.24,5
779,0,978.37,3,2,680.76,34.85,8,74.67,17.86,88.36,5
3899,1,1106.34,2,5,1082.61,25.33,8,1.17,15.24,91.39,8
4042,0,617.43,1,1,683.11,39.0,2,49.1,38.29,91.42,2
4589,1,1348.39,4,4,529.29,45.88,4,53.64,17.06,95.14,3
2161,1,994.02,4,4,757.76,1.48,10,39.41,4.56,95.82,8
6524,1,792.46,1,3,181.11,33.25,5,58.12,16.11,97.32,5
6223,0,1380.55,1,3,196.27,54.97,7,40.3,10.71,91.24,2
1645,1,748.14,3,3,1014.94,11.34,10,43.58,3.86,92.45,8
5157,0,550.0,2,3,315.66,25.45,4,63.97,4.44,98.42,1
169,1,1223.17,2,3,100.38,36.79,7,41.37,22.61,93.04,7
5039,0,968.63,1,3,955.04,16.35,7,43.74,12.92,98.05,5
2383,0,1083.05,2,1,710.06,63.97,6,63.52,7.65,80.39,4
3985,0,1211.47,2,3,184.46,42.06,5,50.05,14.12,89.81,3
3150,1,2249.93,3,4,171.26,46.21,8,16.29,7.52,96.55,8
3137,0,833.98,1,1,761.83,0.46,4,109.77,17.71,99.9,5
3047,0,1486.55,1,4,781.75,25.92,8,87.25,5.74,95.18,6
1485,0,658.34,1,2,606.72,36.31,3,52.05,25.97,91.28,1
3917,0,900.88,1,3,603.9,38.38,4,133.5,30.8,93.17,3
2266,1,1645.3,1,4,87.61,72.39,7,22.7,4.37,94.86,8
618,1,1247.11,4,4,621.73,29.86,8,43.38,7.91,99.9,5
1484,0,1312.86,3,3,617.99,53.96,4,28.26,0.97,91.82,4
5171,1,858.13,3,2,574.61,13.72,7,107.99,24.01,99.9,4
538,1,1968.46,2,4,159.66,18.22,10,39.59,1.63,90.84,7
6283,0,550.0,1,1,334.15,26.28,3,77.39,26.14,98.39,1
423,1,830.53,1,3,551.53,39.68,5,96.53,25.0,99.2,7
2345,0,550.0,1,4,445.88,56.46,6,48.98,40.3,95.47,4
5202,0,835.62,3,4,949.84,41.66,10,17.84,18.85,88.3,5
3029,1,1834.27,1,4,442.13,5.16,7,26.65,8.93,96.45,5
5698,1,550.0,4,5,615.87,27.31,9,42.51,41.51,97.72,6
2010,0,550.0,3,4,1035.56,32.58,6,99.66,21.06,88.13,3
4386,0,550.0,2,3,203.4,39.48,7,60.06,30.05,99.9,5
1721,0,1903.55,2,3,1077.64,32.96,8,59.5,15.8,95.06,5
126,1,1642.1,3,3,1076.98,30.47,7,8.38,3.18,82.12,7
6994,1,1726.12,4,2,943.19,34.06,6,90.45,17.6,92.25,5
295,1,1236.56,1,5,533.95,18.63,9,44.17,32.49,93.48,6
5309,0,550.0,4,4,397.33,72.06,7,122.02,26.94,85.89,3
6603,0,550.0,2,4,286.94,32.64,5,28.7,11.33,92.49,3
2431,1,631.07,1,1,639.68,37.98,5,45.25,19.03,91.87,2
5051,1,976.05,1,5,481.87,37.47,5,11.15,17.37,89.02,5
993,0,550.0,2,1,467.4,6.44,7,72.96,16.13,91.98,4
1343,1,1789.2,4,5,575.16,29.46,10,29.52,17.44,94.66,6
5434,1,1380.39,5,3,221.35,58.47,10,36.41,14.62,82.93,9
5353,1,1286.44,2,3,78.37,0.97,7,115.1,34.61,93.14,5
5814,0,550.0,1,3,245.38,12.0,7,45.91,18.71,83.68,1
4217,1,898.34,2,3,795.01,10.89,5,3.35,8.39,98.47,5
6258,1,1327.75,2,2,756.55,25.23,8,34.6,6.49,93.62,5
5758,1,1689.01,1,3,927.52,46.98,6,69.06,17.58,95.96,6
107,0,778.54,3,3,861.69,25.78,6,108.38,0.79,93.43,6
2791,1,550.0,3,3,416.56,10.68,10,66.36,15.04,91.44,6
4743,0,964.89,3,1,514.23,49.67,6,35.09,36.67,99.84,6
1200,1,1589.14,2,3,59.83,78.42,8,35.79,0.11,99.9,7
2728,1,1410.69,3,4,798.17,30.22,9,101.07,36.15,93.5,7
1912,1,1713.51,2,3,609.06,74.91,9,39.23,33.62,97.46,7
6701,0,1131.51,1,2,374.16,29.97,3,103.67,16.6,94.07,4
4028,1,718.07,2,5,138.05,43.1,10,70.62,4.7,90.5,6
2343,0,859.94,1,1,531.17,27.48,6,54.08,40.04,92.23,3
4899,0,1185.79,2,2,299.17,7.32,7,37.32,14.17,99.9,3
4291,1,728.22,4,5,676.73,33.2,10,117.85,24.92,99.9,7
6353,1,1143.01,3,3,490.36,66.91,7,4.41,53.19,86.89,3
579,0,586.15,3,2,286.79,29.18,6,82.53,26.67,95.49,6
4173,1,550.0,3,2,431.24,20.6,5,44.4,16.91,91.98,4
3129,0,550.0,1,4,293.84,43.91,7,18.44,19.33,80.38,3
2355,0,1063.97,3,2,791.99,13.57,8,129.6,2.95,99.9,4
2758,1,1860.12,3,4,607.87,48.81,6,7.94,33.0,87.68,6
2142,1,1216.55,3,3,94.0,31.08,7,37.08,7.25,99.9,2
2549,1,790.88,3,2,751.02,18.97,10,34.99,28.69,99.9,6
6259,1,1606.97,1,4,554.71,61.24,10,27.01,0.53,94.33,7
5144,0,1032.15,2,3,485.19,5.58,6,10.89,41.37,93.58,4
3846,0,1025.57,3,1,81.44,35.25,8,8.32,12.64,92.93,7
2123,1,1084.89,1,4,118.5,35.82,5,42.04,26.92,99.9,4
1842,1,708.08,4,4,137.97,43.05,7,18.24,4.28,86.32,8
6556,0,852.22,2,3,368.43,39.06,8,90.55,26.21,86.53,5
162,0,550.0,3,2,752.61,25.2,3,45.4,8.39,91.15,2
5905,0,774.52,1,3,225.48,60.59,6,17.55,21.27,99.9,4
4040,0,1230.02,2,3,243.32,8.16,7,17.5,35.5,94.77,6
5081,0,1251.83,2,2,279.62,36.03,7,2.59,27.09,99.9,7
3973,0,550.0,2,2,105.42,68.27,7,7.29,17.34,95.93,4
221,1,988.48,1,4,597.16,1.22,5,57.42,20.55,87.73,4
5536,1,1460.2,1,2,606.25,57.54,6,56.09,26.73,88.29,3
2548,0,550.0,1,1,323.63,15.24,3,92.76,7.05,92.96,2
1563,0,550.0,2,1,883.76,53.94,6,9.79,3.3,90.46,2
2302,0,816.02,2,1,454.62,36.51,7,1.52,25.91,96.23,4
6528,1,1169.3,2,5,376.64,53.9,6,21.16,10.44,99.9,4
3533,0,550.0,1,4,315.49,15.63,10,50.46,20.44,92.32,7
6760,0,550.0,1,3,756.47,28.51,5,53.61,16.83,91.88,2
2741,0,1332.33,1,2,712.34,30.33,5,18.47,3.48,95.2,3
4831,1,1364.29,2,4,288.29,35.01,10,31.27,6.03,91.78,9
44,0,550.0,3,3,322.77,29.04,7,30.58,29.27,97.48,7
3634,1,1309.44,4,3,898.41,8.15,7,116.31,31.67,89.49,5
1720,1,1643.35,4,3,546.83,34.01,6,29.02,14.47,96.88,7
3091,1,2229.45,3,4,889.08,50.44,10,53.9,6.3,99.9,8
586,1,1182.99,2,2,548.96,43.67,6,26.76,4.49,96.36,2
3873,1,866.0,1,3,535.74,18.55,6,25.59,23.97,86.54,5
3867,1,550.0,3,4,68.91,9.67,6,56.59,13.13,93.63,6
331,0,550.0,2,4,185.82,33.44,6,43.79,13.87,92.55,4
930,0,986.07,2,3,71.57,24.76,7,141.09,19.69,89.45,6
822,1,1141.41,5,5,644.65,33.72,8,22.72,12.21,89.83,3
1497,0,1017.07,2,2,789.29,59.74,9,48.95,40.93,97.57,4
352,1,1594.84,3,3,714.72,51.53,8,29.47,1.15,92.22,5
3631,0,550.0,1,2,389.08,18.27,5,42.52,22.34,99.9,4
2062,0,550.0,2,2,705.9,44.28,7,46.35,13.79,92.19,3
3545,1,1181.63,1,4,512.76,59.36,5,42.98,0.06,91.87,4
6968,0,550.0,2,4,39.63,24.77,6,45.43,41.95,99.9,5
6858,0,550.0,1,1,284.75,30.09,6,54.36,26.36,99.36,3
6009,0,1024.17,1,2,657.27,10.84,8,11.14,21.83,99.9,3
5236,1,1809.95,2,3,863.25,18.64,9,52.65,15.26,91.05,6
6780,0,811.36,1,3,1036.7,21.54,7,0.41,18.5,88.53,5
4785,1,561.83,3,3,722.94,24.49,6,28.72,35.85,99.9,3
5449,1,976.6,2,5,483.23,12.97,10,21.69,19.11,98.94,5
1574,0,550.0,2,2,429.64,58.68,7,66.79,2.18,90.06,2
6294,0,965.44,3,2,602.92,43.53,4,70.65,43.15,90.07,2
3987,0,1048.72,2,3,734.51,44.31,6,27.38,30.34,95.32,5
3954,1,988.77,3,2,791.05,24.97,6,58.57,12.53,94.13,4
876,0,1865.6,4,3,840.77,45.47,8,10.43,14.07,93.69,7
5880,1,1399.26,1,4,558.14,29.05,7,75.53,5.18,93.77,3
6502,1,1040.5,2,4,398.24,21.78,8,33.69,7.56,93.19,4
4087,0,598.13,3,3,642.53,24.14,7,107.84,17.94,93.13,5
2389,0,1228.67,2,3,255.69,20.08,8,137.5,18.17,91.63,3
2577,0,687.49,3,1,79.42,18.56,7,40.11,13.11,85.92,5
5482,1,1042.03,1,3,445.34,1.43,10,22.71,34.04,93.68,5
5836,1,1428.66,2,2,238.82,37.31,5,4.91,28.78,99.9,7
5636,0,613.5,1,3,657.78,31.39,9,64.14,3.31,99.9,6
6826,1,1530.98,2,5,766.39,17.3,10,63.55,18.47,97.0,7
5804,1,918.0,2,3,288.11,21.94,7,69.1,13.94,87.22,6
1122,1,1604.98,4,4,1003.18,56.09,6,4.37,12.33,91.02,3
187,1,1416.23,4,4,461.51,34.96,8,2.43,14.07,99.9,8
6460,0,555.25,2,2,505.36,48.61,7,66.84,34.48,97.26,4
1463,0,550.0,4,3,671.1,37.65,9,51.43,36.45,99.9,8
948,1,1662.01,1,3,313.55,37.73,8,30.73,9.17,93.43,5
1099,0,992.02,1,3,703.47,23.18,5,50.96,18.7,96.88,6
4946,0,1151.07,2,4,496.72,41.12,8,26.01,8.42,89.57,6
4394,1,1460.59,2,4,736.07,35.94,6,29.68,20.99,81.23,5
306,1,550.0,1,2,500.8,55.26,5,43.13,26.28,89.49,2
1973,1,550.0,1,3,396.2,39.23,4,90.28,24.25,92.89,2
558,1,2072.28,3,4,91.17,31.63,8,46.4,17.3,94.3,7
146,0,960.39,2,1,56.01,48.45,5,45.56,19.38,99.9,5
4395,0,682.66,1,4,549.44,26.78,7,115.33,52.16,95.91,3
3039,1,1662.42,3,4,890.84,51.46,9,32.28,8.06,99.9,6
4943,0,636.83,2,3,195.19,1.6,8,21.26,25.34,94.62,6
750,1,778.73,2,2,328.2,4.07,5,73.88,3.46,96.85,3
1379,1,1320.0,4,4,669.14,47.81,10,33.11,0.35,96.25,10
926,0,638.87,1,2,418.58,22.36,6,139.46,29.92,98.38,4
5621,0,682.34,2,3,232.87,40.19,9,71.93,34.12,89.72,3
1747,1,1170.65,1,4,284.49,20.75,7,51.77,13.14,90.62,6
643,0,550.0,2,2,310.34,27.04,3,50.77,31.43,92.0,6
6178,0,585.81,2,2,873.1,59.58,5,93.09,0.59,91.52,3
308,1,1258.04,4,4,590.21,40.66,8,17.65,30.54,88.71,8
5027,1,1063.86,1,4,92.99,20.16,7,68.96,23.92,91.27,5
2705,1,1584.58,3,5,536.1,15.3,7,18.74,3.11,86.05,6
2160,1,1425.25,2,4,591.26,18.81,9,1.74,1.35,99.42,7
424,0,550.0,1,2,919.28,22.0,6,66.76,43.5,99.9,3
6067,0,550.0,2,4,434.12,72.52,8,73.42,39.25,99.9,4
1685,0,599.67,1,2,567.3,24.42,7,57.67,5.56,95.51,4
1439,0,550.0,1,5,734.97,42.68,7,39.9,11.18,91.14,5
6140,1,1563.94,4,4,762.47,71.45,10,63.97,4.99,95.11,7
2717,0,586.83,4,3,479.31,9.61,5,68.5,11.63,96.87,5
2789,0,905.66,1,2,1061.04,29.67,7,70.01,16.1,99.9,5
6671,0,661.64,2,2,703.67,36.01,8,22.11,0.75,89.58,3
3726,1,845.18,3,3,451.68,30.0,7,36.84,17.98,95.11,7
1473,0,961.04,1,4,627.06,26.32,9,71.28,15.07,96.88,6
484,1,883.15,1,4,96.79,6.41,7,14.19,7.22,94.55,7
6818,0,707.61,2,2,560.06,35.34,7,39.35,14.82,87.85,5
3391,0,1434.98,1,3,535.8,26.86,7,39.91,23.04,91.12,4
3640,1,1135.54,3,2,357.32,23.57,10,3.23,10.2,95.04,7
6375,1,1264.62,3,4,479.7,49.7,9,7.31,19.74,93.91,4
2775,0,796.75,2,1,490.35,61.69,5,49.0,2.66,88.45,4
1600,1,1140.2,2,3,441.71,33.81,6,40.89,3.4,88.79,3
5530,0,550.0,1,2,598.67,11.77,6,80.89,20.46,91.13,5
5450,1,782.9,2,3,34.53,20.92,6,28.31,53.31,90.15,1
2064,1,950.35,2,3,926.39,69.53,6,111.62,27.39,95.95,7
3807,0,550.0,5,2,466.66,9.67,6,25.94,19.59,87.66,2
1993,0,550.0,1,4,213.87,20.44,6,25.98,3.98,98.67,4
2201,1,550.0,3,3,659.46,12.74,8,67.2,7.45,96.14,7
5967,0,1809.46,1,3,377.13,66.98,4,92.87,14.78,92.91,6
5149,1,1083.33,2,3,448.53,9.09,7,43.66,0.97,91.06,5
5873,1,682.68,4,4,468.41,2.45,6,68.81,15.81,96.39,6
4567,1,1247.08,3,5,570.02,22.63,9,31.55,9.34,95.26,5
1071,1,1237.24,1,3,424.39,22.88,9,68.02,13.49,95.79,4
6192,1,550.0,3,4,903.12,12.23,10,63.09,20.21,99.9,6
3398,0,550.0,2,3,104.81,63.77,6,19.7,5.69,93.49,3
4061,0,818.58,2,1,58.83,35.31,7,49.41,20.22,86.87,4
3400,0,950.91,1,2,16.56,9.5,3,34.37,27.47,94.65,3
6038,1,1231.79,5,3,450.69,15.71,10,4.62,3.15,97.27,7
198,1,1176.46,2,4,660.02,26.29,8,40.96,29.55,93.88,6
3038,1,1302.08,3,3,520.44,32.03,8,19.48,18.01,89.41,8
464,0,1173.31,3,1,245.29,76.09,5,18.36,9.02,95.85,6
607,0,992.46,1,1,358.12,51.91,6,43.37,32.8,90.97,3
1496,0,550.0,1,3,481.26,6.05,4,18.74,46.29,95.36,3
1904,1,1438.56,3,3,516.27,27.02,10,102.49,22.85,92.65,8
3261,1,550.0,3,4,1016.87,47.79,6,97.65,25.45,93.95,2
6544,0,972.63,3,2,511.34,31.4,5,74.77,45.34,96.12,5
1434,1,1069.5,1,5,606.66,15.72,7,20.77,23.65,90.86,7
841,0,914.76,2,1,172.7,32.48,5,56.63,33.56,92.93,5
6620,0,930.28,1,2,2.75,8.77,5,90.78,45.94,95.6,1
5058,1,712.37,2,4,26.09,32.68,10,79.36,2.3,99.9,6
1369,0,550.0,1,3,628.14,10.55,5,59.46,14.52,88.53,1
402,0,998.15,2,3,583.62,23.69,6,34.62,10.82,93.42,6
768,1,2177.7,3,2,746.98,24.26,10,7.59,25.62,99.9,7
6458,0,1010.89,2,1,581.64,44.39,4,11.69,14.44,90.98,3
3021,0,550.0,2,4,314.08,30.55,6,49.77,8.92,99.62,2
5329,1,1009.33,1,4,368.76,3.24,8,61.64,10.19,97.51,6
954,0,728.28,2,3,747.22,37.11,7,86.34,8.98,87.56,6
5594,1,550.0,3,4,553.98,11.48,7,20.74,17.93,94.01,8
1865,1,1682.22,2,4,645.04,50.54,8,61.59,31.47,93.81,6
6727,1,1496.88,3,5,697.14,28.01,10,37.08,0.01,97.24,7
1301,0,1433.02,2,1,1066.27,45.39,6,61.39,4.39,89.06,4
1571,0,550.0,1,2,571.64,54.01,4,34.95,26.37,94.26,2
211,1,976.42,2,2,272.46,18.71,9,24.42,36.69,95.31,5
3360,1,2186.44,3,2,626.15,47.12,7,46.46,5.55,99.08,9
4725,0,732.92,2,2,53.89,39.45,5,63.45,17.92,99.22,4
6071,0,949.75,2,1,327.0,56.33,3,40.14,0.08,97.66,2
2968,1,1856.44,2,2,309.01,29.04,6,23.68,18.85,95.96,5
1812,0,550.0,1,3,361.76,27.61,6,54.61,33.05,86.28,5
952,1,1424.81,5,1,395.86,52.83,5,82.92,3.18,87.96,4
3716,0,1090.39,1,3,798.1,59.36,8,79.59,31.73,95.2,4
1235,1,651.31,2,3,1028.26,47.49,6,12.85,31.27,96.06,6
4502,1,1153.94,1,3,623.5,41.97,5,52.03,18.11,96.75,4
3569,0,550.0,2,1,463.41,23.73,8,13.78,0.49,99.9,3
5384,1,550.0,3,6,55.58,21.21,10,58.88,0.63,93.81,4
3149,0,754.31,1,4,778.7,43.88,4,24.07,34.64,91.21,5
465,0,1243.17,2,1,565.05,17.25,7,34.94,15.37,93.02,5
1896,0,550.0,1,5,368.92,7.11,9,12.26,2.34,95.43,5
1144,0,594.91,1,3,645.44,38.01,2,14.38,45.92,88.14,2
6268,0,813.05,2,2,686.5,27.54,4,23.27,6.99,92.49,4
5848,1,2007.78,3,4,1069.97,38.88,9,21.7,23.63,92.67,6
3439,0,1295.72,2,2,226.25,24.92,8,38.45,5.93,89.09,5
5808,0,878.12,1,2,204.15,62.45,6,66.76,35.38,92.27,3
1513,0,739.52,1,2,242.38,40.47,3,70.56,12.92,93.71,4
920,1,1566.17,1,4,413.19,28.69,6,9.75,3.54,87.55,4
4879,0,550.0,3,2,839.33,51.3,7,54.43,34.23,99.17,3
2375,0,879.37,1,3,738.28,3.07,10,37.04,18.6,98.33,4
6548,1,1274.02,2,3,739.25,22.13,9,54.11,19.8,90.93,7
2460,0,842.88,3,3,448.5,4.54,5,127.47,18.28,91.26,3
5806,1,1063.04,2,3,611.67,38.75,8,23.34,8.28,95.22,7
2807,1,1735.95,4,3,1103.33,7.99,8,69.93,19.99,91.61,5
4059,1,1124.32,3,4,1259.3,20.76,9,3.3,0.11,96.07,6
3358,1,1417.36,2,2,391.11,30.53,6,39.82,9.05,95.8,5
4925,1,1773.82,1,3,1098.59,35.99,7,13.8,19.23,93.02,4
3349,0,942.19,2,3,406.44,40.42,9,41.4,45.32,98.32,8
5454,0,696.07,3,2,363.82,41.4,4,2.3,6.44,95.98,2
1227,0,550.0,1,3,885.91,30.13,9,2.5,3.87,99.9,6
1311,0,1114.19,1,3,533.56,18.94,8,49.83,28.67,94.97,7
6796,0,1112.62,1,2,120.33,12.4,2,71.29,19.13,94.86,4
3030,1,1594.72,3,4,571.57,11.42,10,50.8,19.57,98.07,10
896,0,1203.41,1,2,719.25,38.5,7,76.66,36.93,95.07,3
1546,0,550.36,4,1,459.03,33.28,6,0.73,20.08,91.7,8
5592,0,823.84,4,2,900.04,46.56,6,42.5,3.12,94.86,6
1967,1,1910.04,2,3,498.54,8.05,8,70.08,8.91,87.76,6
759,0,907.68,2,3,140.1,11.86,7,0.83,13.9,95.21,5
3451,0,794.9,2,3,412.11,36.09,8,63.66,22.13,99.9,8
5852,1,941.24,3,3,616.89,11.42,10,73.0,13.75,97.38,4
5824,0,550.0,1,4,365.54,68.35,6,74.58,32.99,84.47,6
999,0,550.0,2,4,1125.79,41.79,7,7.17,38.42,93.87,1
6198,0,970.71,2,3,439.83,69.87,7,1.04,36.74,95.54,6
55,0,556.22,1,4,233.88,48.64,9,42.32,13.08,98.9,4
670,0,1434.23,2,2,1098.97,7.96,9,61.85,17.43,99.9,5
3446,0,550.0,3,3,556.16,13.0,8,61.36,1.59,88.51,9
2035,0,974.83,1,5,1077.11,35.04,7,78.71,4.58,98.13,6
2074,0,550.0,2,3,263.71,7.25,8,51.74,2.29,88.33,3
4780,1,1188.25,1,4,652.33,2.69,8,24.32,29.03,87.7,3
3506,0,1246.55,1,2,777.32,31.13,6,26.72,31.59,98.19,7
3853,1,732.48,3,4,12.05,38.95,9,26.54,42.27,92.25,7
3492,0,550.0,2,4,211.66,29.98,7,67.58,33.97,99.9,6
6281,0,1112.35,3,2,858.86,8.25,5,58.48,0.57,90.38,7
5633,0,550.0,1,3,108.1,72.88,5,105.65,10.26,85.66,2
4466,0,811.2,3,3,396.22,49.6,6,39.27,29.12,94.42,5
6196,0,876.13,1,5,815.32,17.45,6,50.3,0.71,97.53,4
1991,0,1420.82,1,2,1096.99,34.86,5,89.91,21.27,97.27,4
1214,0,561.99,1,3,599.31,16.54,5,14.64,35.88,92.88,4
5642,0,1297.69,3,2,398.22,37.61,9,22.43,7.16,94.54,4
4467,0,1029.9,2,1,1071.09,34.01,5,27.01,25.25,89.98,4
5705,0,1608.98,1,3,922.9,18.83,9,27.84,4.8,90.17,4
2582,1,995.87,3,3,108.22,39.62,7,7.32,24.54,94.75,4
6245,0,1285.44,2,4,459.17,30.45,7,63.21,19.86,96.07,7
4844,0,1445.66,2,1,553.91,45.45,6,23.82,32.65,96.94,6
1503,1,1572.82,2,4,447.27,45.01,9,59.58,12.41,99.9,7
2661,0,1137.38,1,2,353.43,66.78,4,95.65,28.37,92.32,1
5270,1,1668.25,3,5,758.91,29.89,8,39.69,8.05,99.9,9
3658,0,1069.97,3,5,281.48,14.14,10,15.74,8.6,91.46,8
1949,0,804.9,2,3,371.24,3.36,8,91.18,35.52,99.9,6
3649,0,692.41,1,3,1059.23,42.64,4,13.62,24.49,95.06,4
2722,1,695.85,3,3,1058.78,22.0,7,23.15,5.18,98.97,6
2962,1,1195.22,2,4,914.73,43.56,6,12.18,24.26,93.12,5
6651,1,1381.41,4,3,333.15,39.74,8,22.7,0.36,88.82,6
3677,1,1488.74,3,3,497.92,13.92,8,63.85,25.21,89.66,6
6021,1,1295.36,4,3,482.35,20.82,10,27.45,11.15,96.79,7
4363,0,732.75,1,4,58.16,14.7,6,71.71,21.54,88.74,4
2945,0,1954.21,1,2,25.96,54.84,5,32.93,1.07,88.23,6
5101,0,632.83,2,3,470.06,8.66,10,37.01,34.82,89.3,6
6388,0,550.0,3,2,874.61,43.33,7,72.76,23.3,91.17,5
553,0,1589.48,2,4,257.65,23.97,9,54.52,21.3,86.59,3
3529,1,1368.0,3,5,398.5,5.35,6,35.91,7.37,89.11,6
1854,1,1178.14,3,3,408.17,64.52,6,29.01,22.72,88.16,5
1264,0,550.0,1,3,266.9,20.45,7,15.94,13.91,96.25,5
3500,0,1757.2,2,2,279.56,37.26,9,11.34,14.39,83.28,8
2873,1,1227.87,4,5,687.69,4.82,10,67.44,12.36,98.39,9
1640,0,1510.32,2,3,688.98,44.06,6,15.78,25.66,93.37,3
6433,0,680.27,1,2,389.08,11.22,6,73.45,24.28,99.9,4
1095,1,771.68,2,5,436.59,37.46,7,14.21,11.78,96.59,6
3339,1,1679.48,2,2,257.07,65.43,7,27.07,5.64,89.85,5
802,1,1297.31,3,4,504.1,9.91,10,13.86,8.48,99.9,10
4478,1,1591.14,3,4,853.09,40.4,10,1.58,12.52,99.9,7
5070,0,650.59,3,1,889.26,44.25,6,5.2,0.86,93.89,3
