,IsLuxury,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
815,0,599.43,3,3,191.79,42.13,4,94.11,30.41,90.8,1
4079,1,846.35,2,4,834.39,24.23,8,7.68,12.2,91.2,4
683,0,1314.28,3,4,703.95,8.9,8,5.54,14.61,92.72,5
6832,1,1180.31,2,5,712.91,49.16,7,35.71,10.45,92.78,5
829,1,2131.78,4,4,496.6,33.99,10,14.18,16.98,96.01,9
3282,1,1528.58,2,3,531.36,29.4,9,58.07,3.81,93.39,5
4166,0,1437.55,1,2,249.77,35.51,7,84.98,14.21,84.28,5
1662,1,550.0,2,4,241.6,6.62,8,18.61,12.89,97.08,3
735,1,671.79,1,4,325.32,39.49,10,9.45,28.55,93.83,6
2749,0,1578.36,2,2,25.03,68.22,6,66.93,0.38,88.98,7
6981,0,1082.01,3,3,250.14,21.63,7,36.72,7.76,95.82,7
2260,0,550.0,2,2,293.55,33.32,5,18.18,34.02,83.76,3
4667,0,550.0,2,2,509.05,15.73,4,65.38,46.02,94.83,4
3722,1,1448.76,3,2,420.23,27.39,7,30.51,12.67,88.88,8
4088,1,870.7,3,4,836.51,15.37,9,9.7,12.46,96.04,9
6439,1,1466.12,2,2,564.1,13.4,9,6.97,15.6,92.24,7
304,1,550.0,2,4,834.41,35.69,4,14.31,9.29,99.9,4
3845,0,730.3,3,4,1162.25,24.96,6,8.95,5.83,92.75,6
2890,0,550.0,2,5,86.53,4.72,8,39.72,13.23,89.07,3
1806,0,550.0,5,1,687.31,43.21,9,86.19,5.51,97.71,6
866,0,1211.19,1,4,391.27,50.28,8,6.11,19.9,90.83,4
3153,0,1472.7,2,2,254.82,69.62,10,27.75,35.22,97.5,6
773,1,1490.23,2,5,689.33,49.56,9,10.68,15.31,95.68,6
6691,1,765.63,2,3,491.0,47.8,6,61.86,20.33,99.9,6
203,1,550.0,1,2,592.31,58.94,6,74.28,46.55,90.79,1
3902,0,550.0,1,3,435.35,3.77,4,93.9,32.26,91.96,6
2644,0,663.49,2,2,455.37,16.97,5,66.77,27.23,98.3,4
5867,1,1878.52,1,3,243.89,34.68,7,12.64,37.96,85.84,6
2884,0,1382.19,3,4,1072.57,28.28,7,124.68,9.48,93.63,7
2920,0,587.41,1,2,526.89,34.83,7,25.71,1.7,85.73,7
6790,0,550.0,1,3,257.15,40.4,5,29.47,30.61,99.9,3
5296,1,667.13,4,2,504.07,37.99,9,2.52,1.56,96.89,4
1579,1,1068.98,2,3,220.82,42.13,10,50.32,2.91,92.69,3
1360,0,550.0,1,2,9.16,54.6,6,30.07,6.25,91.6,1
4778,1,550.0,2,3,805.51,42.01,8,92.68,36.52,93.92,4
1158,1,1380.8,3,4,647.68,7.25,6,30.69,0.02,94.4,7
4228,0,1558.71,1,1,700.13,35.34,9,18.05,1.07,95.37,3
4857,1,1228.73,2,5,479.01,26.91,7,35.96,23.57,90.8,5
5786,1,594.62,3,2,253.14,45.63,6,57.87,37.07,91.47,7
1878,1,2031.17,4,5,351.68,17.64,10,59.23,19.47,98.26,10
6991,0,667.26,2,1,173.38,39.11,7,68.14,19.03,99.15,3
2703,0,1044.95,2,3,1041.04,44.45,10,17.26,14.58,98.07,7
6207,0,550.0,2,4,42.76,25.54,8,29.8,29.89,88.63,5
6636,1,693.68,3,5,737.8,44.94,7,70.06,14.88,90.28,7
1753,1,738.76,2,1,676.95,33.2,6,0.18,32.29,92.6,6
555,0,933.54,3,3,403.69,52.34,6,73.09,13.36,93.01,5
4846,0,657.08,2,4,52.16,35.64,6,56.93,32.81,98.85,4
5469,1,1486.19,3,3,22.33,8.27,6,42.09,16.26,96.12,4
5089,1,1936.87,1,4,416.36,24.69,10,78.88,7.01,96.58,6
2437,0,639.55,1,3,347.38,34.76,4,77.74,16.65,91.4,4
5472,0,550.0,3,2,61.99,19.9,4,49.1,44.28,93.29,1
6045,0,1012.98,1,3,78.91,24.08,6,56.22,44.14,99.9,2
5153,0,550.0,3,2,447.96,29.21,5,48.11,15.24,98.08,2
4427,1,550.0,1,2,412.51,45.4,5,111.21,22.47,89.96,3
6756,0,1186.46,2,1,286.16,25.86,5,100.12,34.24,90.91,4
5008,0,1472.34,1,2,656.13,15.62,6,40.51,7.89,93.22,4
4948,0,986.24,1,2,267.45,25.64,7,20.48,46.58,88.86,3
1087,0,550.0,2,2,623.76,29.13,3,29.17,7.75,85.2,4
5136,1,1074.21,3,3,693.25,20.03,8,4.8,17.57,87.17,4
1630,0,1263.08,2,4,907.5,26.35,8,81.52,29.64,94.76,6
4124,0,550.0,1,3,426.75,3.62,7,50.79,17.62,94.55,3
5946,1,1423.0,2,2,593.15,29.1,5,28.45,30.42,99.72,4
4081,1,1771.39,3,3,839.52,46.83,9,35.27,21.34,90.17,6
2611,1,1007.39,3,2,454.78,5.77,8,14.3,3.85,97.89,3
4684,1,961.97,2,3,301.57,8.25,8,26.12,12.76,95.89,4
1481,0,1154.99,3,3,519.21,21.72,7,56.55,22.92,97.49,5
4539,0,1010.25,3,3,587.34,0.27,9,23.44,15.24,86.92,4
3171,1,550.0,1,5,925.64,49.56,10,14.98,1.73,97.0,8
5610,1,885.62,2,4,680.56,4.08,7,8.96,16.15,94.25,4
4268,0,954.69,2,1,686.22,43.88,3,38.87,15.23,80.39,1
595,0,1441.96,1,4,725.81,16.34,7,22.21,32.42,98.6,7
966,1,550.0,4,3,285.58,33.56,5,0.2,28.01,99.79,3
4383,1,1210.5,1,3,1246.73,34.55,8,69.62,23.63,90.42,3
116,1,1974.31,1,2,926.42,29.23,9,7.79,0.73,95.19,6
5687,1,893.13,1,3,583.54,5.23,9,26.45,2.73,98.94,3
1010,0,1463.73,3,4,738.76,20.99,7,26.96,23.74,88.08,6
5407,1,905.51,2,3,161.12,18.08,7,32.65,32.18,98.5,4
1155,0,1145.43,3,2,592.24,39.32,6,36.31,12.94,90.22,5
481,0,550.0,1,2,449.25,22.78,5,7.31,17.24,88.99,3
6216,1,550.0,1,1,181.32,44.77,3,73.07,32.73,91.72,2
1140,1,724.17,3,2,65.14,31.06,5,55.72,24.72,86.71,1
3299,0,550.0,2,2,96.25,48.45,9,81.32,29.88,92.3,6
6952,1,1613.59,3,3,598.58,35.29,7,51.99,1.64,99.9,8
6415,0,735.97,1,4,144.0,43.21,6,90.38,45.42,98.31,4
6766,0,1488.74,5,2,7.24,18.6,8,50.35,0.32,99.8,9
4767,0,1353.38,3,3,3.59,20.85,9,50.78,8.75,99.26,6
6442,1,1528.68,1,3,113.22,37.26,7,27.43,18.1,99.36,3
5333,1,550.0,3,4,378.27,28.68,7,90.78,9.55,90.82,4
3078,1,1168.86,2,2,288.52,37.34,6,15.84,19.61,95.18,7
6163,0,1334.19,2,1,630.78,17.99,6,61.16,26.33,93.8,6
3284,0,659.51,1,1,774.48,49.07,7,77.2,15.54,95.38,4
5110,1,1017.71,2,3,552.38,2.9,9,10.25,18.54,91.25,8
5892,1,1348.73,5,3,261.46,40.51,9,33.57,15.5,91.55,6
2633,1,1707.82,3,3,885.45,15.85,8,34.22,12.91,96.73,6
5613,1,879.71,3,2,555.21,43.92,10,15.95,10.97,91.96,6
3583,0,760.79,1,3,311.73,19.17,7,2.98,20.13,99.9,4
2041,0,1184.55,2,3,413.01,14.94,5,28.05,46.05,97.5,4
2264,1,1240.92,2,3,154.29,60.77,10,92.89,34.28,95.58,6
3676,0,629.97,1,3,102.9,59.2,6,113.3,13.36,98.05,2
2288,1,550.0,4,3,807.34,22.01,5,102.42,2.18,94.56,4
4243,0,895.96,2,3,705.96,2.17,6,55.01,3.77,95.34,7
5862,0,598.27,1,2,161.96,81.01,5,136.4,36.49,92.06,3
6648,0,550.0,1,3,498.66,23.66,7,41.49,24.84,86.71,2
630,0,1590.06,1,4,422.69,19.03,9,6.35,3.05,86.64,5
6868,1,731.86,4,4,638.65,30.48,6,33.48,0.7,91.34,4
4823,1,1124.78,2,3,301.6,6.05,8,6.84,3.23,98.24,7
5634,0,550.0,1,2,977.1,75.51,6,5.05,11.81,94.83,2
2820,0,550.0,1,2,224.19,7.13,7,58.18,23.58,99.9,3
4162,0,1029.81,2,2,24.46,27.11,5,85.69,15.79,96.63,5
5618,0,877.75,3,2,933.82,20.51,9,61.71,15.41,95.12,5
3397,0,1472.5,1,3,738.15,36.89,6,22.44,40.14,85.91,7
6127,1,1281.83,2,2,729.94,45.98,7,86.47,20.28,87.81,3
1487,0,651.19,2,3,285.4,46.53,6,33.06,13.24,97.83,3
2536,1,1356.4,2,4,261.49,74.07,7,45.93,35.28,93.77,7
2445,0,789.29,3,1,21.86,40.62,5,125.7,47.92,93.86,6
674,0,550.0,3,4,705.59,24.42,6,46.64,14.38,98.59,2
6111,0,1166.6,1,2,607.88,3.84,6,51.23,13.06,89.71,3
1141,0,767.77,1,3,1045.55,20.16,8,30.16,1.45,95.77,5
4884,0,550.0,1,2,10.19,39.52,8,49.79,27.48,94.67,5
1794,1,550.0,1,2,474.12,60.17,3,104.94,7.05,93.15,1
3018,0,956.98,2,2,120.84,40.09,4,10.64,27.17,88.99,3
247,1,1599.75,3,4,802.63,23.38,10,53.49,28.04,99.9,5
2612,0,650.11,2,3,289.51,54.51,6,59.94,10.25,91.52,5
4762,0,641.2,1,3,630.4,27.42,7,71.38,0.09,97.46,6
2670,1,1287.98,2,3,519.49,27.01,8,5.64,3.9,99.9,4
819,1,587.4,2,3,342.57,36.43,7,7.64,11.36,89.53,3
5711,1,550.0,3,4,871.5,23.55,10,0.56,6.46,85.89,6
6930,1,1023.19,3,2,937.47,10.89,9,103.47,47.8,93.43,8
2287,1,1017.91,4,2,740.03,9.07,5,51.09,1.42,89.52,3
6588,1,1561.99,1,4,685.8,16.12,9,95.77,48.15,94.11,5
1383,1,1395.6,3,3,644.65,21.54,7,98.4,13.94,94.12,3
4641,1,1605.13,4,3,218.65,31.79,8,71.25,28.81,92.98,7
1733,0,1216.19,3,3,669.62,13.78,9,104.1,12.63,98.59,6
30,0,550.0,2,2,902.1,39.23,2,60.25,44.37,92.14,2
1482,0,573.32,1,3,447.77,18.2,8,72.06,39.48,84.58,1
6149,0,550.5,1,3,362.24,7.88,7,69.62,17.89,90.99,6
6423,1,1154.31,2,3,321.39,43.9,9,15.68,21.34,96.83,4
6338,1,2084.5,3,4,151.81,44.87,6,49.64,16.86,93.75,8
2632,0,712.07,1,1,682.1,40.81,3,69.29,20.17,86.59,1
5940,0,740.44,1,3,703.92,8.61,8,63.47,9.82,82.58,6
2951,1,850.67,3,3,356.65,43.89,8,68.68,0.37,94.9,6
4665,1,1256.39,3,4,592.6,24.11,7,49.84,23.73,97.9,6
3207,0,1202.03,2,1,484.91,30.4,5,65.54,10.34,86.59,2
3122,0,1295.39,1,2,1022.91,64.48,5,131.98,40.61,99.9,2
278,0,550.0,1,2,459.12,31.68,7,43.19,34.65,94.78,1
2128,1,935.51,1,3,394.75,20.23,5,17.33,20.15,92.49,4
264,0,786.48,3,1,247.96,34.43,7,58.07,26.77,99.15,1
2189,0,1187.7,1,2,307.7,48.71,8,21.86,32.13,90.72,1
2406,0,660.33,1,4,482.39,53.07,9,3.26,29.66,99.9,5
944,1,998.05,2,5,937.29,1.27,8,86.61,14.8,87.03,7
2808,0,671.51,1,2,325.08,31.88,5,15.21,13.73,95.14,1
1935,0,550.0,1,4,585.79,44.71,3,69.27,24.02,93.38,2
1560,0,550.0,2,4,716.21,11.33,8,50.98,26.3,88.24,5
727,1,680.06,1,2,783.6,46.06,8,93.92,5.5,98.68,6
531,1,1439.53,2,2,153.92,17.84,4,0.24,43.05,99.29,3
5414,0,612.75,1,4,361.9,21.8,5,88.59,10.54,91.56,2
1694,0,869.01,1,4,352.77,28.99,6,25.24,19.03,93.67,6
996,1,1755.32,2,4,436.33,29.83,10,8.94,9.56,97.08,7
2269,1,780.23,4,3,47.61,48.52,6,37.34,27.49,92.44,6
6143,1,1367.75,3,4,829.6,28.33,10,63.9,5.04,99.9,7
21,0,1336.19,1,4,305.2,53.4,8,72.88,32.06,94.68,3
6424,0,678.96,2,3,359.9,11.45,6,6.65,4.07,86.27,4
5340,1,550.0,4,2,145.93,10.7,7,8.47,9.24,92.42,6
3552,0,1021.28,2,1,31.4,14.06,6,97.46,16.94,99.9,4
5632,1,1187.94,1,5,648.2,2.47,9,23.57,4.17,97.08,4
5159,1,1225.45,2,3,163.7,38.08,9,41.6,8.96,89.77,5
2317,0,1244.03,2,3,711.89,32.26,8,43.9,11.44,91.67,6
847,1,1484.35,2,4,513.61,43.1,10,24.74,19.63,93.65,8
2872,1,1885.58,3,2,11.95,2.94,10,10.71,23.91,88.08,9
277,0,550.0,2,3,290.65,27.16,7,108.3,0.82,92.38,1
1871,1,1098.69,1,4,158.8,61.59,8,14.44,25.95,98.49,5
3470,0,550.0,3,3,104.1,34.49,5,31.48,1.2,98.7,6
4880,0,759.11,2,2,505.49,20.29,8,93.98,4.35,96.97,8
3918,0,1184.28,3,5,320.38,41.76,8,23.74,17.37,90.41,8
1921,1,975.15,2,1,1133.12,10.18,6,42.6,10.09,99.9,5
2642,1,1172.45,2,3,618.91,36.21,7,54.43,10.66,96.68,6
5963,0,569.26,2,4,237.75,31.71,6,16.11,19.28,97.76,4
317,0,550.0,2,1,464.48,17.37,6,58.57,9.18,96.32,2
3012,0,1079.7,3,3,593.7,32.65,6,101.92,18.69,91.16,2
4258,1,1078.38,3,1,188.26,22.28,3,22.3,9.51,92.7,5
1234,0,1258.21,2,2,186.08,29.21,7,59.26,18.27,88.44,3
4592,1,1662.55,3,3,929.42,36.44,9,25.53,8.35,96.24,9
1565,0,1093.75,1,2,558.96,20.56,8,44.17,29.92,99.9,5
3831,0,830.58,2,1,902.26,4.65,8,7.52,13.22,98.9,4
5064,1,1254.35,3,6,414.2,11.58,9,50.09,4.72,93.49,8
5945,0,676.73,2,2,51.05,31.93,4,88.68,27.47,90.24,3
1368,1,1352.28,2,5,437.29,38.59,6,35.28,10.11,88.61,8
747,1,550.0,2,4,631.11,10.96,8,38.52,13.66,98.98,4
1349,0,550.0,2,3,351.87,30.77,7,46.36,14.88,95.79,3
1595,0,1073.95,3,3,663.46,36.18,7,59.85,15.17,94.52,6
585,0,764.52,5,3,386.47,31.95,7,0.38,11.08,89.11,5
3608,1,1135.69,3,4,676.14,13.03,10,5.58,2.63,95.35,10
611,1,1394.65,3,4,565.49,20.49,10,14.81,10.93,94.53,9
6877,0,550.0,1,1,189.61,52.14,5,109.39,44.97,92.3,4
5743,0,1056.11,1,3,300.08,17.17,9,23.61,3.78,92.12,5
141,1,1536.98,1,1,267.89,23.77,7,93.62,25.63,93.45,5
6128,0,550.0,3,4,160.09,31.51,6,96.01,7.36,94.52,3
4671,0,786.88,2,3,585.04,10.02,7,29.73,24.81,97.57,7
2421,1,708.12,1,4,427.97,41.58,8,34.8,6.29,99.9,8
2086,1,612.06,4,4,471.87,26.02,5,113.56,13.47,87.27,5
4990,1,1676.09,3,2,205.94,36.22,10,43.21,5.19,92.69,6
5551,0,819.87,3,3,516.74,19.64,6,83.44,32.16,88.35,3
4702,1,550.0,3,2,576.47,16.83,4,117.39,16.42,97.44,1
929,0,550.0,2,1,150.11,16.11,7,92.06,28.38,92.7,3
6427,0,943.11,2,2,780.54,38.12,7,72.2,21.59,99.9,3
3743,1,550.0,3,2,317.83,55.2,3,78.53,22.58,87.73,4
1354,0,1404.97,3,2,239.1,38.42,9,50.89,19.67,88.44,9
3154,1,1068.87,2,3,1202.95,15.14,6,26.39,21.71,93.85,5
5235,0,920.05,3,3,981.58,0.13,9,61.09,8.48,89.78,5
341,1,1117.64,3,4,1111.76,21.99,8,41.77,6.9,96.98,10
6232,0,1209.1,2,1,587.38,69.02,4,12.89,11.75,91.68,5
6833,0,550.0,1,2,241.47,73.02,5,39.74,30.08,92.51,3
1072,1,936.96,3,5,273.26,64.24,9,42.04,1.57,83.11,3
1188,0,679.78,2,3,253.64,15.43,8,2.43,0.68,97.09,5
5972,0,550.0,1,6,410.36,27.77,8,23.18,16.76,92.54,4
537,1,1420.14,2,3,715.21,19.59,8,39.42,7.53,88.62,5
830,1,1831.94,2,3,523.42,45.6,6,22.85,10.15,98.07,2
268,0,550.0,2,3,136.88,25.14,4,98.56,22.28,90.32,2
5435,1,826.67,1,4,670.5,12.81,9,25.97,15.34,95.31,6
6958,1,1779.72,3,4,778.64,28.39,9,64.29,7.4,99.9,6
56,1,877.48,2,3,10.29,41.36,8,29.63,24.03,89.98,5
6580,0,1161.41,1,4,585.72,71.65,5,58.03,13.0,91.45,5
2483,0,1561.56,2,4,525.49,31.4,6,22.18,20.35,98.69,4
4668,1,1438.33,1,4,442.11,54.95,9,3.76,0.15,91.8,7
5646,0,550.0,2,2,349.55,39.72,5,107.8,21.23,92.7,6
24,0,1352.52,2,2,459.03,48.95,7,21.52,20.02,99.9,8
1920,1,606.62,2,3,547.12,2.16,6,23.86,1.3,85.3,2
5859,0,812.21,2,2,443.47,12.23,5,43.41,42.38,94.07,3
5295,1,1331.78,1,3,90.87,25.41,6,89.33,22.1,92.04,4
1166,0,804.51,2,3,29.88,61.67,9,84.74,13.14,99.52,5
6564,0,1156.67,2,3,484.04,30.35,7,60.91,14.63,99.9,2
4891,0,1152.7,3,2,725.39,49.57,6,57.15,35.82,95.51,5
5751,0,550.0,2,3,32.97,31.38,6,87.38,21.07,88.69,5
5968,0,1252.06,2,2,210.96,9.86,10,32.82,33.25,96.38,7
4664,0,1461.93,1,3,637.14,18.28,4,58.68,31.49,84.14,2
854,0,605.11,1,3,372.46,39.48,4,8.32,4.26,93.74,2
654,1,550.0,1,3,786.36,43.56,5,42.69,19.64,90.84,4
6521,1,1142.73,3,3,459.29,14.85,5,58.58,10.97,87.7,7
2512,0,550.0,2,4,1160.63,10.75,9,16.87,25.09,96.82,5
6721,0,1655.49,2,3,607.94,9.66,5,14.08,6.03,94.35,4
3600,1,753.82,1,4,432.32,45.17,6,27.5,12.77,97.5,6
444,1,1396.88,2,5,676.08,4.72,10,34.15,26.21,94.61,7
6107,1,1015.7,3,3,546.59,28.66,9,67.94,28.92,99.3,6
3737,1,1042.39,2,4,644.06,20.25,8,32.15,17.42,89.8,6
1196,0,1485.13,3,3,489.19,56.6,6,82.1,11.26,95.92,3
2400,0,795.24,1,4,540.4,27.48,10,36.06,11.16,99.63,4
786,1,1014.08,3,4,276.56,20.73,7,15.87,24.89,89.25,6
4989,1,1319.52,1,4,259.5,38.04,5,112.52,4.43,88.62,6
874,0,589.22,2,4,452.4,43.84,5,90.89,37.08,90.8,5
4813,0,550.0,2,3,91.61,4.3,9,34.32,20.35,99.9,5
3267,0,1027.31,2,2,477.06,8.24,9,50.79,12.5,92.45,5
1129,0,628.95,1,2,319.79,44.59,4,73.87,24.22,95.4,2
3920,0,550.0,3,3,928.82,44.06,8,17.84,21.05,93.91,4
994,0,1729.98,2,2,958.72,21.64,9,34.72,23.34,92.74,6
1239,1,550.0,1,4,676.02,13.56,6,33.44,9.88,95.4,4
3365,1,1124.58,2,3,98.5,38.28,9,95.29,12.42,89.55,7
5287,0,550.0,3,3,527.12,22.66,6,14.44,47.86,96.2,4
5952,1,1489.19,2,2,280.65,47.71,7,16.87,14.3,93.28,4
6117,1,908.28,3,4,639.43,67.15,8,80.58,18.53,95.58,6
4915,1,1629.07,2,3,363.24,22.94,10,18.97,32.5,93.32,6
1388,0,550.0,4,2,154.58,41.08,5,27.46,1.69,85.53,1
3830,0,550.0,2,3,355.38,28.12,4,104.93,33.43,91.17,3
3034,1,904.54,1,1,8.18,5.45,8,38.78,47.52,90.29,4
494,1,1181.53,4,2,550.01,69.19,5,71.42,37.44,89.9,5
5178,0,854.32,1,3,87.62,18.81,5,122.77,27.28,92.06,2
6820,0,550.0,3,4,290.39,63.27,9,14.88,15.72,99.9,6
2304,1,1535.36,3,4,331.35,19.7,9,41.53,14.79,97.79,7
2877,1,1517.06,4,3,358.89,54.34,7,34.09,4.52,99.9,9
1056,0,550.0,1,3,337.16,20.54,4,33.87,13.55,91.67,2
979,1,1144.41,1,4,431.84,38.74,8,77.71,0.82,91.73,4
143,1,838.39,3,5,347.59,20.33,10,10.5,1.85,93.1,5
6425,1,759.96,4,3,576.92,19.22,2,48.31,17.47,91.24,3
5960,0,1109.44,2,3,335.38,39.67,7,77.26,25.3,98.22,6
3212,1,965.69,3,4,657.99,55.69,8,83.45,13.75,98.09,5
2282,0,629.62,1,4,40.7,41.63,4,101.05,16.54,90.57,2
1011,1,1255.41,2,4,600.75,11.32,8,39.45,19.28,83.98,8
592,0,1266.86,1,4,420.43,4.4,9,15.76,30.19,98.21,5
1335,0,968.4,2,2,474.64,44.0,5,76.54,20.49,84.46,2
762,0,550.0,1,3,62.43,26.23,6,115.37,49.71,89.46,3
5837,1,550.0,1,1,946.35,44.66,3,61.95,35.45,97.11,2
3170,1,550.0,3,4,535.11,28.57,10,21.35,4.71,89.77,6
6211,1,550.0,2,2,611.84,41.47,2,12.66,49.41,96.18,3
2467,1,1363.97,3,2,504.83,54.68,9,4.1,17.74,95.69,7
1852,1,1967.05,2,3,1080.25,23.29,9,97.49,17.71,83.9,7
2362,0,1573.38,2,2,948.74,52.98,4,43.49,34.38,97.59,5
5354,0,1632.19,1,4,514.36,50.26,8,34.43,19.81,95.97,6
3707,1,1486.4,3,3,814.49,15.71,9,67.42,30.48,97.5,3
1988,0,1001.9,1,4,594.65,32.64,7,35.47,12.51,99.9,3
2436,1,550.0,4,4,345.02,37.23,7,52.51,31.66,93.75,3
6286,0,550.0,1,3,624.06,64.12,9,8.35,14.67,96.9,5
1611,0,634.09,3,3,939.24,14.49,7,61.1,14.91,94.69,5
5376,0,1053.98,4,4,196.0,8.77,10,12.67,7.64,96.92,8
3535,0,1604.68,1,3,336.98,37.45,7,88.13,13.4,94.47,6
3577,1,550.0,1,1,418.94,71.58,3,11.38,25.58,92.24,1
5492,0,684.35,1,3,352.73,19.22,7,67.62,8.87,95.42,4
6705,0,805.99,4,3,418.21,12.08,8,46.17,22.09,97.94,6
2055,0,984.26,3,3,595.94,40.67,9,11.46,32.68,90.19,7
5122,0,550.0,1,3,15.38,70.51,5,110.45,28.26,85.81,2
113,0,550.0,2,2,500.92,9.39,8,14.3,15.68,95.91,3
2125,0,550.0,3,3,214.99,30.25,5,93.89,1.79,99.9,6
5196,0,752.77,1,1,150.37,51.78,3,66.07,48.29,93.49,3
4528,0,889.66,3,2,122.05,17.91,6,37.31,29.56,99.79,3
1030,1,1301.89,3,4,614.3,49.21,9,65.18,8.98,96.49,6
5398,0,1917.9,1,2,339.31,35.89,8,87.0,36.98,91.2,4
3351,1,1003.86,1,5,507.85,29.61,7,9.36,10.88,95.67,3
6498,0,692.84,2,2,248.6,39.27,6,26.82,31.67,95.32,3
6670,1,1810.83,3,4,801.94,7.63,8,56.97,4.33,99.9,5
4837,0,746.8,1,2,303.38,8.25,7,109.22,31.74,93.23,4
3238,1,773.75,2,5,890.83,12.94,9,0.01,3.21,95.37,5
5237,1,1257.89,1,4,596.72,26.28,7,39.53,7.93,97.64,4
1180,0,912.71,1,2,203.05,0.13,8,119.1,19.83,97.31,6
6693,1,1914.87,3,4,273.61,30.67,9,7.95,13.35,91.49,7
613,1,1899.3,2,3,447.03,22.73,9,8.82,2.19,94.57,6
3271,1,1322.13,1,4,438.24,39.86,7,6.34,19.99,99.9,7
749,0,660.24,1,2,534.92,36.51,7,0.09,26.64,96.6,6
210,0,1550.84,1,3,480.93,41.67,5,71.79,15.21,92.67,6
192,1,1325.64,2,3,568.87,43.44,6,9.83,17.53,87.37,2
6050,1,964.76,4,2,267.62,7.92,7,1.0,0.85,87.24,8
867,1,1332.85,4,4,320.84,57.22,10,7.5,8.29,84.68,5
5546,1,1658.26,2,4,682.33,16.96,7,25.51,4.4,99.76,8
4431,0,1007.38,1,3,654.26,13.5,7,49.01,20.5,91.54,5
4805,0,622.83,1,3,135.44,63.91,6,86.7,23.43,93.01,2
6212,0,564.0,2,4,195.69,21.15,7,18.27,2.27,95.96,6
2874,0,769.45,3,2,89.63,30.9,3,44.19,18.28,99.09,6
4604,0,550.0,2,3,185.79,29.97,8,138.4,47.85,92.38,5
2567,0,1290.48,1,4,436.65,10.65,10,30.57,9.48,96.67,7
6384,0,837.35,1,3,464.09,39.42,5,8.64,14.07,82.06,2
2185,1,1436.09,3,4,587.68,29.05,8,5.69,8.44,90.56,7
5035,0,670.27,2,2,774.41,46.63,5,41.05,15.59,93.72,3
2802,0,550.0,1,2,527.51,15.49,7,60.51,2.96,94.29,2
4167,1,1633.22,3,3,737.41,50.28,8,4.36,1.82,94.02,8
3095,1,662.93,4,3,989.58,3.64,8,17.44,28.81,96.54,7
3517,1,1538.84,2,3,554.16,52.81,10,23.11,11.64,87.95,7
4794,1,1373.44,3,5,394.22,39.45,10,25.92,22.01,84.97,8
393,1,550.0,4,4,671.69,30.57,7,64.78,33.19,86.72,3
1765,0,550.0,3,2,902.64,18.54,5,79.95,10.27,91.38,4
22,0,1814.94,1,4,482.49,13.44,7,46.63,23.18,93.48,4
5423,1,918.94,3,3,234.47,25.49,7,33.14,28.87,94.23,6
6647,0,550.0,3,2,879.06,31.85,8,42.28,5.9,90.0,4
4779,1,836.34,2,5,737.65,21.47,9,54.44,10.24,93.65,8
6002,1,1942.55,1,3,1089.4,23.0,5,23.49,3.66,89.5,7
1237,1,993.27,2,5,362.75,50.7,5,53.42,11.41,93.34,3
1083,1,1191.34,3,4,254.22,1.45,7,135.0,18.54,99.9,4
6572,1,550.0,1,3,574.79,0.28,6,38.07,24.19,89.1,2
6267,1,694.47,2,4,608.85,34.01,8,64.96,21.25,91.76,5
4660,1,1512.19,3,2,922.08,8.59,9,0.65,1.55,87.46,6
2925,1,1062.4,3,3,613.88,49.0,5,38.73,9.35,99.9,6
3983,0,585.17,2,4,264.42,15.32,7,6.4,33.02,88.05,6
4474,1,1581.07,3,3,885.17,25.67,10,33.39,7.31,96.54,6
6534,0,716.33,4,3,305.78,42.94,6,18.82,6.4,93.91,3
3407,0,1496.13,3,4,533.45,7.99,6,13.48,18.91,94.21,7
797,0,642.63,1,2,184.79,24.75,4,88.24,27.78,97.41,2
3663,0,1033.18,2,3,938.16,35.33,6,50.1,27.39,99.9,5
2409,1,1726.85,2,3,823.07,14.61,5,84.65,4.86,90.95,5
4058,0,550.0,1,2,518.19,52.16,5,29.55,4.55,91.26,1
48,1,1298.5,2,3,307.21,22.51,6,33.31,6.76,95.91,5
6530,1,987.0,4,4,538.63,27.97,10,5.77,8.94,94.58,8
6307,1,1316.55,3,2,901.52,33.98,7,68.08,11.91,88.3,5
1709,0,1323.79,2,2,536.97,40.8,6,62.91,11.97,90.5,8
2565,1,840.32,3,3,263.42,0.66,6,2.04,6.78,99.9,7
3476,1,991.7,3,4,910.49,24.8,8,27.35,22.33,97.4,4
3530,1,835.35,2,3,482.54,24.87,7,14.98,12.57,99.9,4
6512,0,1305.82,3,3,347.3,41.32,5,15.75,19.05,98.87,4
659,1,1470.97,2,4,253.54,44.06,6,72.28,5.73,92.19,5
5966,0,550.0,5,3,396.19,20.95,9,69.22,26.01,92.63,2
1278,0,550.0,2,2,417.39,35.64,5,50.11,25.47,97.35,6
5532,1,1227.08,1,3,257.05,30.55,3,26.32,2.67,93.1,7
4457,0,554.8,4,2,640.68,41.62,7,35.01,0.59,86.36,2
806,0,761.18,3,2,595.16,47.42,5,98.69,32.67,95.36,4
6483,1,1272.43,3,4,405.29,41.68,8,88.79,9.64,87.94,5
6836,1,1038.32,2,2,28.15,32.96,6,91.55,28.09,99.9,5
3200,1,550.0,1,4,254.62,18.87,6,13.64,11.44,98.12,2
