,Price,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,PreviousSalePrice
4234,154184.2007,761.29,1,880.52,15.3,35.64,48.06,84.85,0.79,54874.80882
4235,310057.0766,1188.75,2,463.68,29.64,121.67,30.45,93.7,1.92,659373.1583
4236,317634.0889,1136.5,1,257.18,40.28,61.91,32.5,89.74,1.07,309699.5492
4237,87553.43304,921.39,1,140.16,49.43,70.67,39.13,87.02,1.62,-7039.291483
4238,525363.0919,1117.59,3,616.08,34.48,80.22,21.81,99.9,1.86,411819.298
4239,274644.6068,1341.66,2,369.36,42.78,14.17,11.28,99.9,1.13,383919.0177
4240,620090.1414,1993.82,4,945.57,15.01,19.61,20.04,90.25,0.61,608119.0163
4241,532855.9444,814.83,3,619.33,30.71,13.53,12.19,91.23,1.95,557038.7382
4242,434302.9891,860.5,5,358.51,43.81,24.19,16.15,81.04,1.09,546800.4983
4243,214815.5527,895.96,2,705.96,2.17,55.01,3.77,95.34,1.81,228908.9864
4244,183678.3238,550.0,3,517.85,57.03,29.76,7.06,90.42,1.65,264445.7938
4245,672571.3857,2032.13,3,1233.56,61.39,23.32,5.39,99.39,1.43,699187.1606
4246,158142.7112,550.0,2,33.57,36.28,85.2,15.28,89.68,1.07,75275.05151
4247,371205.3039,1359.56,2,269.28,19.82,95.4,4.78,89.82,1.53,377520.7734
4248,397727.5906,988.67,4,790.26,29.59,96.99,19.07,94.5,1.15,538310.0304
4249,397236.8931,1368.21,2,64.97,49.94,42.88,6.13,90.8,1.83,425889.2575
4250,234433.7794,725.74,1,710.46,23.4,42.88,3.28,95.48,1.17,156556.7193
4251,270841.8469,550.0,2,193.2,49.17,59.9,8.55,97.0,1.5,158158.9608
4252,324387.7875,1004.49,3,656.32,49.4,35.4,25.98,91.36,2.05,338166.2128
4253,194915.0189,1030.3,2,248.55,28.43,50.32,1.85,98.05,1.96,140904.0933
4254,268997.6092,769.22,2,253.26,16.83,75.27,18.98,86.2,2.28,200613.204
4255,339258.4368,1849.9,4,620.4,13.23,34.48,42.9,92.43,1.41,716894.2003
4256,208085.2943,1434.69,1,566.34,54.15,13.7,19.45,87.99,1.5,181662.1164
4257,409150.0566,1050.81,2,864.6,47.92,0.17,19.29,89.6,1.45,355007.569
4258,291471.0943,1078.38,3,188.26,22.28,22.3,9.51,92.7,1.22,142054.1093
4259,391146.0655,729.48,3,1005.7,72.4,62.93,29.48,95.66,1.14,301379.2197
4260,704512.7722,1939.46,4,845.15,13.31,28.38,36.21,91.81,1.08,505230.1757
4261,133676.534,862.01,2,249.1,0.3,33.68,4.06,87.54,1.23,87417.61365
4262,282253.0256,2240.87,1,410.31,40.39,109.39,26.25,84.87,0.66,334293.9252
4263,580954.2869,1120.47,3,98.32,25.07,7.89,6.38,94.42,0.5,688363.2979
4264,198672.4582,550.0,4,172.48,22.98,44.76,42.02,90.45,1.05,204842.7002
4265,155158.3258,690.99,1,769.52,63.18,22.53,25.81,88.04,1.24,42273.52983
4266,220315.6302,550.0,2,561.33,38.25,21.65,25.98,92.83,1.08,116316.5412
4267,240660.9713,1491.62,1,697.87,35.19,2.86,2.28,96.1,1.66,275777.6445
4268,242998.1077,954.69,2,686.22,43.88,38.87,15.23,80.39,1.96,238567.3987
4269,168440.38,550.0,2,450.49,33.5,92.67,32.09,82.71,1.61,174453.6748
4270,506924.7007,1358.29,2,825.28,30.44,26.15,0.97,88.27,1.58,295403.6981
4271,379636.3001,1622.22,3,116.78,55.16,24.19,21.92,99.31,1.83,716650.5195
4272,407982.6534,1062.68,1,748.12,4.62,50.69,16.21,95.09,1.61,550501.5728
4273,270576.0484,550.0,1,82.5,2.01,25.79,21.11,94.0,1.22,192654.8614
4274,153869.4399,918.52,1,914.78,19.65,67.74,30.11,94.24,1.5,57468.5458
4275,476443.3303,1692.33,4,812.38,55.26,20.98,4.59,97.43,1.78,648046.6656
4276,202422.2535,570.34,2,436.75,51.91,48.41,22.34,95.22,2.01,138662.5684
4277,380217.0535,965.56,3,967.68,61.25,21.58,3.76,90.51,0.92,375196.3855
4278,251127.5689,1092.84,3,972.76,25.6,42.65,28.11,90.72,1.0,329676.3405
4279,258536.9667,550.0,3,598.72,4.43,6.9,35.99,84.48,1.41,262012.5888
4280,259413.6359,550.0,3,240.37,44.36,0.76,30.79,87.81,1.39,298070.1418
4281,368140.5532,1131.08,3,127.93,27.75,92.66,6.26,88.79,0.26,322432.6373
4282,218446.7975,838.91,2,365.87,38.95,55.46,1.36,97.37,1.42,105829.8017
4283,227843.7879,953.78,2,360.56,26.11,8.04,28.72,91.76,2.2,135806.6345
4284,117948.9736,876.96,2,340.06,31.79,44.25,12.47,86.3,2.1,79547.80752
4285,267840.791,1139.69,2,503.87,49.83,81.33,20.79,87.84,1.93,326492.0296
4286,232474.8527,1382.16,2,918.85,13.57,0.2,22.35,85.05,1.98,294650.1092
4287,413664.9046,1376.55,2,338.93,56.19,42.76,15.96,87.29,2.01,311071.9473
4288,213944.3293,1281.0,1,12.43,18.25,18.85,11.84,94.81,1.49,151408.9427
4289,412716.6364,1113.87,4,454.43,36.02,77.3,0.82,94.65,1.81,529442.9941
4290,288038.3703,1196.5,3,181.86,34.28,10.36,8.77,94.36,0.76,250528.4637
4291,511448.6747,728.22,4,676.73,33.2,117.85,24.92,99.9,1.37,365926.3088
4292,173493.5874,1241.41,1,960.46,71.69,57.74,27.81,85.02,1.03,149073.9149
4293,246889.3273,812.79,3,548.93,2.81,19.15,6.9,99.9,2.3,347837.1906
4294,291613.4365,1115.77,2,706.24,21.84,86.79,36.92,94.87,1.58,316127.2836
4295,202608.9636,1334.82,1,153.25,45.04,88.77,10.18,92.53,1.13,93151.0967
4296,256978.3221,680.49,1,500.52,35.27,0.32,5.76,93.16,2.08,157924.0454
4297,371188.7216,1379.3,3,290.12,3.39,9.22,4.97,89.9,1.5,431115.9579
4298,294577.2724,1482.32,3,596.92,34.22,87.19,33.43,95.66,1.4,215992.0587
4299,217705.6329,550.0,1,187.18,31.03,5.15,20.36,99.9,1.3,139408.7295
4300,177518.1051,973.81,1,615.27,25.84,95.66,16.67,86.14,1.42,160202.3634
4301,498591.0251,787.09,4,828.23,12.78,1.65,6.05,99.9,1.44,353673.9992
4302,256574.4397,957.99,3,432.24,67.78,42.01,4.5,87.48,1.1,403591.5843
4303,111636.4294,951.87,1,414.15,32.25,29.56,17.71,87.14,1.36,42823.2015
4304,337227.3439,1273.93,3,765.68,47.48,7.22,10.56,99.9,1.8,246070.3045
4305,189578.0677,624.05,2,782.08,47.79,83.21,15.85,92.29,2.26,112090.9843
4306,247749.1269,1062.03,3,248.15,35.38,28.6,33.31,95.82,1.59,287530.9258
4307,338560.184,1205.61,2,642.57,62.46,52.11,23.97,90.69,1.68,509860.7487
4308,340917.3854,550.0,1,288.62,51.03,111.13,9.2,94.8,1.3,249262.4642
4309,259519.9201,1765.71,2,67.89,9.51,71.44,1.48,89.06,2.35,187325.4777
4310,241794.3257,1115.74,2,363.84,26.52,52.99,39.91,92.9,1.68,270928.2453
4311,160522.178,550.0,2,755.12,24.7,70.46,13.89,95.6,2.05,158469.0299
4312,108336.1425,860.71,1,546.49,45.9,14.68,41.04,92.08,1.27,1682.1178
4313,499988.5718,1185.62,3,464.79,1.92,45.66,6.46,99.9,1.38,564257.7429
4314,182456.2896,550.0,1,434.72,25.87,14.09,6.6,95.8,0.87,156523.696
4315,286553.1414,550.0,4,679.11,9.27,35.55,29.66,94.17,1.97,351680.9069
4316,253706.2029,550.0,1,88.46,39.1,37.71,37.43,85.48,1.6,157228.1596
4317,404654.1572,550.0,4,779.04,43.96,9.09,9.03,93.57,1.22,325203.6683
4318,176492.6957,550.0,1,172.25,25.83,18.11,10.22,95.01,2.11,112638.8583
4319,488432.0305,1746.4,5,839.8,45.14,15.69,12.68,99.9,1.41,643465.4365
4320,388416.6197,1382.66,3,301.07,44.48,9.63,11.21,99.9,0.89,529480.3866
4321,195394.9212,1018.91,2,154.35,60.65,95.59,35.1,96.77,1.34,140059.7426
4322,176889.2232,550.0,2,214.69,26.01,58.66,23.64,95.57,1.27,118013.7576
4323,145605.9049,550.0,1,249.49,14.51,39.08,27.23,95.34,1.72,42390.06208
4324,132388.1021,779.1,1,627.22,31.39,107.99,41.19,99.9,1.28,83682.36213
4325,535154.4711,1070.45,3,1023.25,19.79,55.78,5.05,94.06,0.67,392821.9097
4326,166410.2939,550.0,1,452.06,29.42,71.77,26.88,97.86,1.42,139194.6017
4327,234150.2392,550.0,2,243.95,38.1,53.54,5.89,92.47,1.57,138821.4124
4328,188284.0518,550.0,1,746.69,44.67,70.77,19.7,89.93,1.69,99727.90961
4329,275840.3174,935.51,2,308.27,43.09,67.99,45.69,95.75,1.75,207388.443
4330,248310.5492,734.98,1,349.9,3.66,59.1,48.91,95.18,1.25,140084.4514
4331,146397.9284,603.44,1,669.58,32.85,27.16,21.44,99.9,0.63,76129.12326
4332,119164.7362,550.0,1,688.51,82.77,48.39,6.08,91.59,1.55,6782.506895
4333,212345.6267,550.0,3,492.09,9.62,86.06,21.59,95.32,1.99,171065.8476
4335,330746.0957,1681.2,2,265.16,30.33,29.81,30.38,89.04,1.38,310854.2427
4336,448257.7508,769.59,2,1003.05,28.25,46.89,3.72,97.2,0.6,386892.0054
4337,356569.8677,1395.58,4,299.59,38.98,29.73,30.69,92.64,1.41,439729.5092
4338,165266.5131,561.26,1,1131.07,34.14,103.38,21.56,96.64,2.09,89907.38454
4339,262885.2504,926.39,2,285.3,28.9,32.13,22.3,92.51,1.61,176083.7027
4340,172946.3162,1259.57,2,703.53,27.75,27.51,6.05,96.27,1.92,183791.8578
4341,469389.2362,1865.22,3,253.31,3.29,28.62,5.95,99.9,1.7,759785.8504
4342,310474.7768,1818.45,2,785.4,25.93,60.21,38.22,86.66,1.9,378195.4361
4343,419687.7832,1823.78,3,536.54,26.43,65.8,18.41,92.69,1.74,452367.1816
4344,287733.2059,597.48,3,727.3,4.55,57.38,27.19,92.13,2.24,267205.1347
4345,263709.1885,550.0,5,388.91,29.48,113.37,19.92,91.76,1.48,292808.0281
4346,487805.8679,585.68,4,1039.26,19.57,108.79,15.36,97.15,1.18,463327.7776
4347,429324.1729,639.35,3,855.37,48.65,55.47,32.34,99.9,1.66,409425.8813
4348,248247.8271,1261.43,3,326.72,52.91,33.88,9.32,99.9,2.29,158167.546
4349,307165.0681,1477.19,3,260.68,28.36,125.64,13.22,95.0,1.48,442209.0868
4350,151390.0694,972.21,1,769.51,8.14,47.5,10.11,96.21,1.1,91492.72867
4351,93105.94989,871.09,1,351.15,2.13,5.13,21.37,94.67,2.3,4846.588541
4352,384302.9634,1647.88,1,605.78,39.02,81.17,0.09,96.84,0.93,235491.2989
4354,221518.9252,1103.66,1,463.26,56.37,32.24,27.74,92.17,1.75,99737.12724
4355,176903.5143,780.68,1,2.8,38.73,11.78,42.23,94.34,1.31,169989.0077
4356,285174.082,843.91,3,782.47,34.3,68.35,9.36,97.72,0.65,491046.6816
4357,286517.6173,550.0,1,718.57,78.04,118.78,18.31,86.62,0.66,332430.7059
4358,347975.5257,550.0,1,161.74,7.84,44.17,17.99,97.31,1.57,240205.0326
4359,176184.984,1520.84,1,69.47,32.04,47.77,28.71,91.21,2.53,166410.6223
4360,179713.0449,550.0,1,335.2,16.1,111.49,49.25,93.08,1.4,129346.5577
4361,367815.5967,1830.41,2,502.29,58.67,49.02,30.05,90.75,0.97,416926.973
4362,111532.0583,906.08,1,702.68,32.39,49.67,33.43,93.47,1.83,47569.55923
4363,251183.878,732.75,1,58.16,14.7,71.71,21.54,88.74,1.5,179282.3746
4364,227345.9975,1068.57,2,310.47,17.17,32.5,15.93,94.22,1.59,199402.5745
4365,439405.5189,1260.48,1,642.56,40.44,13.29,7.23,88.1,1.44,299442.3526
4366,214391.3055,1283.06,2,108.24,51.64,50.41,5.6,91.4,1.94,255199.7603
4367,286044.0372,1143.53,4,524.9,42.78,45.91,5.3,90.93,1.33,170660.5113
4368,260667.3151,1366.75,2,508.03,43.02,106.8,12.3,95.99,1.01,193442.7943
4369,209297.3314,641.81,2,26.55,12.78,45.49,19.24,90.43,1.69,118532.0092
4370,472890.0803,1791.87,4,412.07,25.56,56.05,52.5,95.79,1.43,480191.2109
4371,136933.4009,758.38,1,265.87,29.55,45.44,32.5,94.61,0.68,76478.97466
4372,521908.9706,1795.97,1,678.31,38.08,81.08,37.74,99.9,2.13,319074.0124
4373,383541.8907,550.0,4,575.71,23.91,7.52,10.24,86.52,0.93,339758.8141
4374,457222.6993,938.87,3,333.4,24.16,60.42,19.14,85.86,1.07,415128.6048
4375,242513.5862,1415.95,3,902.29,33.17,122.91,5.86,91.41,1.09,279246.2993
4376,220567.8738,1056.4,3,474.16,44.32,97.05,27.43,93.99,1.32,333841.0811
4377,167293.5054,550.0,2,684.06,31.58,23.43,26.05,88.41,1.37,114079.012
4378,349615.9149,550.0,3,63.29,32.82,60.01,5.14,92.12,2.21,239124.5613
4379,94117.79348,550.0,1,852.75,0.64,24.88,31.9,92.53,2.2,5321.689719
4380,154724.0955,550.0,2,448.08,20.53,47.05,14.87,96.44,1.84,125433.4053
4381,219969.8851,1080.68,2,872.12,41.76,5.22,15.77,89.54,1.44,150225.268
4382,105967.4529,811.64,2,66.66,23.0,9.43,27.28,83.97,2.41,43439.14639
4383,283060.7469,1210.5,1,1246.73,34.55,69.62,23.63,90.42,0.78,297766.4618
4384,578051.277,1302.97,3,786.75,47.03,56.11,39.79,93.63,1.06,509892.6429
4385,165611.8879,587.12,2,786.47,24.81,41.03,25.54,92.74,1.1,82855.67298
4386,240209.1375,550.0,2,203.4,39.48,60.06,30.05,99.9,1.29,132417.4123
4387,182683.8867,1363.61,2,530.86,11.04,47.99,23.55,88.48,2.14,287608.8059
4388,362768.9649,911.63,3,333.46,15.53,15.66,15.63,99.9,1.02,615369.5036
4390,206292.4974,550.0,1,516.57,29.44,89.07,23.37,95.53,1.39,113762.2573
4391,116809.1831,550.0,2,125.81,40.41,75.29,38.35,82.58,2.29,28130.53883
4392,251531.1664,550.0,2,182.65,35.88,56.2,19.66,83.22,1.44,263885.1559
4393,146453.1937,550.0,1,508.93,56.96,54.31,13.85,99.9,2.58,78899.89327
4394,362365.8074,1460.59,2,736.07,35.94,29.68,20.99,81.23,1.95,302065.8269
4395,114655.3387,682.66,1,549.44,26.78,115.33,52.16,95.91,1.78,49221.70676
4396,172888.1978,550.0,1,274.41,4.6,25.09,26.43,95.17,1.55,112568.3776
4397,136195.1048,550.0,2,315.86,36.12,80.47,8.06,95.96,2.1,81756.67378
4398,383798.3606,1089.88,2,609.84,29.62,53.27,0.91,97.11,1.81,358373.0488
4399,299742.1106,1363.32,2,935.92,23.48,8.41,9.45,99.9,2.75,306775.3666
4400,513316.0016,1677.82,2,510.87,27.46,42.24,13.27,98.55,1.07,556085.5164
4401,289139.7318,822.85,2,522.2,10.27,27.43,19.42,96.58,1.31,183285.3817
4402,269419.3537,799.4,2,458.46,0.65,81.22,23.08,92.83,0.57,221503.7505
4403,312442.0943,1163.29,1,378.05,37.06,15.82,12.68,99.9,1.25,263490.0901
4405,313652.0388,1229.94,2,355.61,27.38,72.59,22.76,99.9,0.84,323534.3701
4406,683500.7185,1808.9,3,172.86,43.4,62.76,14.09,93.15,1.05,490580.7747
4407,274638.1222,1154.08,2,177.44,4.93,79.25,6.45,99.9,1.73,260194.5306
4408,266190.2215,1038.6,3,773.0,45.01,40.42,31.22,86.02,2.44,320386.8327
4409,239850.3375,589.27,2,261.54,13.26,4.68,12.52,99.13,1.95,387208.5521
4410,244475.5565,550.0,1,616.53,33.6,37.35,12.51,92.19,0.94,210082.091
4411,396534.8625,1345.99,2,210.99,19.19,67.57,22.94,90.31,1.41,335403.6568
4412,368663.1909,1142.79,2,96.34,31.04,119.28,50.74,93.5,2.0,376273.418
4413,362651.1463,1407.32,5,468.12,61.82,8.08,17.28,98.55,1.03,684274.2345
4414,149865.9541,831.59,1,678.73,13.45,5.67,5.51,99.5,2.73,59297.56455
4415,142999.6151,550.0,1,419.54,57.21,67.94,21.2,97.79,1.68,37194.15316
4416,311283.1048,1220.09,4,892.81,4.93,10.92,14.74,90.46,2.04,377873.8552
4417,297860.9724,1976.27,1,484.51,45.27,5.04,0.92,95.04,1.85,145038.4935
4418,705372.4253,1614.62,3,450.9,44.33,51.83,18.55,92.28,1.56,601605.9602
4419,364494.1333,845.58,2,741.27,36.34,68.76,19.64,94.1,1.5,315686.2587
4420,470714.7115,893.55,2,4.85,21.86,48.38,19.29,95.31,2.07,634008.4351
4421,310573.1299,833.3,1,415.2,37.09,57.47,11.2,94.76,1.51,444908.9763
4422,332437.6919,992.53,3,505.11,67.92,56.51,12.5,94.64,2.05,210464.2228
4423,313705.9364,1327.56,3,723.69,72.13,38.93,1.7,93.51,0.98,540775.5871
4424,118738.0677,703.01,1,590.18,25.89,84.44,19.2,96.23,2.33,37976.96799
4425,114903.9616,550.0,2,130.27,2.44,54.68,26.91,87.55,1.38,81728.58496
4426,287456.6726,813.44,4,924.66,24.72,41.72,39.95,93.7,1.16,179744.0457
4427,335845.5073,550.0,1,412.51,45.4,111.21,22.47,89.96,1.92,182833.6739
4428,439672.1542,1117.95,2,605.64,11.89,12.49,4.12,99.9,2.39,360823.0107
4429,183107.5642,730.03,2,631.71,71.7,57.13,26.99,91.6,2.07,207479.7255
4430,501338.3363,1696.32,1,528.83,35.16,21.82,21.29,97.16,1.35,677069.6931
4431,178030.8073,1007.38,1,654.26,13.5,49.01,20.5,91.54,1.84,179682.4956
4432,446895.5184,949.45,5,540.27,10.59,1.02,13.61,91.92,1.36,394186.5428
4433,89910.43313,591.18,3,432.3,14.47,22.72,21.14,99.9,1.07,-3571.995621
4434,190679.4116,1572.67,3,176.02,3.27,123.41,35.23,95.63,0.8,201056.8308
4436,588398.7508,886.05,3,37.09,47.75,47.0,6.49,92.88,1.64,416859.7617
4437,165472.5762,962.42,1,318.97,22.09,18.1,11.18,99.25,1.79,121704.3417
4438,239397.9238,1734.13,1,483.13,38.08,48.66,16.4,95.05,1.88,350667.9967
4439,418226.226,550.0,1,41.14,67.74,98.44,41.4,99.0,1.22,323084.0023
4440,259723.8412,550.0,1,883.35,60.5,98.99,52.38,87.37,1.43,520892.677
4441,645447.0741,1522.38,3,155.02,34.47,88.49,2.48,96.65,1.18,415683.9086
4442,262216.334,1198.31,2,747.07,41.41,96.25,29.13,92.78,1.89,315974.4906
4443,95067.28153,550.0,1,57.27,17.7,36.95,12.82,92.44,1.78,11210.41743
4444,177071.275,550.0,1,885.02,62.82,84.19,41.49,97.04,1.13,188361.0412
4445,208326.869,1277.39,1,350.4,66.94,26.85,4.53,99.9,1.25,256113.5839
4446,246126.2233,767.17,2,398.64,34.73,21.4,6.3,97.08,1.76,250240.374
4447,430033.2976,1695.41,4,892.47,15.13,40.56,5.76,99.9,1.42,593502.4908
4448,206841.4109,550.0,2,260.87,32.95,0.11,8.0,92.97,1.2,177930.326
4449,131050.8324,550.0,2,754.57,12.47,48.38,23.74,96.6,1.87,48400.3444
4450,127225.9931,601.72,1,651.21,47.53,133.43,9.04,89.64,1.99,81994.96269
4451,301692.7603,1288.75,3,768.81,17.19,64.51,6.83,92.93,0.17,624730.5383
4452,394821.0768,1199.42,3,752.48,63.52,111.68,0.39,91.47,1.54,473026.0066
4453,306732.7233,1618.08,1,694.75,14.36,63.0,10.78,99.9,2.02,235684.2164
4454,215665.2148,1278.89,1,754.9,33.99,61.85,0.73,86.26,1.51,334471.8559
4455,178537.8948,608.77,1,127.34,35.08,121.15,18.79,99.64,1.13,118556.9142
4456,561136.6102,1287.6,2,730.59,37.77,23.06,17.31,89.98,1.99,395724.6431
4457,253203.9042,554.8,4,640.68,41.62,35.01,0.59,86.36,1.02,270806.0272
4458,252533.7874,550.0,2,184.95,42.87,79.8,26.56,88.51,1.9,125585.4861
4459,229928.759,550.0,2,814.66,17.2,132.41,11.99,91.31,1.35,288869.7145
4460,180416.2472,1018.92,1,1069.2,60.88,78.78,39.49,96.42,1.91,110643.4367
4461,124403.889,1038.58,1,280.62,45.26,10.67,36.82,96.08,2.31,40596.24365
4462,325140.5748,1297.26,1,524.32,21.06,47.93,1.34,95.0,1.26,355268.53
4463,100335.4517,550.0,3,854.8,47.34,14.06,0.1,94.07,2.51,9687.4976
4464,416898.1012,1415.76,2,880.55,7.43,117.42,15.96,96.15,1.1,492428.1794
4465,260661.6555,1454.19,2,599.84,51.1,101.47,7.77,95.25,2.0,272226.5919
4466,301411.1411,811.2,3,396.22,49.6,39.27,29.12,94.42,1.55,215225.3031
4467,100174.4082,1029.9,2,1071.09,34.01,27.01,25.25,89.98,1.38,16490.42102
4468,260289.4025,1168.53,2,723.13,46.7,59.15,16.33,99.9,1.18,130076.8798
4469,170926.4381,1246.47,2,877.54,28.34,6.63,3.02,94.13,2.1,258309.049
4470,550696.1107,1414.69,3,828.03,35.25,40.62,2.14,94.52,1.01,378509.0866
4471,134910.6406,682.2,1,916.07,7.85,29.74,15.17,86.76,0.92,90912.15383
4472,282190.943,690.82,2,983.03,50.05,25.08,1.17,96.46,2.26,322018.9183
4473,197516.8211,858.42,1,520.16,51.26,89.94,16.26,95.9,2.25,216515.3413
4474,254588.0358,1581.07,3,885.17,25.67,33.39,7.31,96.54,0.88,415147.2679
4475,714083.0738,1532.97,2,807.16,65.69,28.3,9.39,96.73,1.66,828796.3233
4476,269500.4758,550.0,3,720.95,35.34,45.91,10.92,99.9,1.15,286119.1079
4477,166627.0444,550.0,1,109.9,31.68,99.72,11.05,99.55,2.19,117233.5148
4478,662675.9344,1591.14,3,853.09,40.4,1.58,12.52,99.9,0.81,518531.3731
4479,145622.0632,558.05,1,723.46,4.77,38.62,17.18,93.07,1.3,65793.8771
4480,217815.5226,1068.13,3,588.7,33.42,5.59,27.87,90.14,1.11,196652.0796
4481,101049.8755,1160.18,1,397.18,31.83,68.72,49.47,93.25,1.68,14217.99082
4482,363769.477,1341.95,2,563.23,20.14,3.43,10.24,98.17,0.84,607058.0553
4483,371066.234,1264.65,2,810.31,34.81,36.49,5.54,89.65,0.92,284981.8404
4484,470229.3206,1620.46,4,709.5,12.67,53.19,7.02,99.9,1.67,522443.3512
4485,155752.5599,550.0,2,302.87,46.87,42.09,34.3,95.89,1.91,129320.0743
4486,313710.4687,688.68,2,708.18,40.08,24.33,38.13,99.9,1.32,240599.9274
4487,201087.8037,1003.05,2,823.62,4.05,46.51,0.21,98.88,1.95,171857.4185
4488,188525.5716,986.38,1,72.66,49.75,58.57,27.96,97.75,0.27,87005.20553
4489,148678.0634,871.97,1,585.06,43.3,65.52,14.88,91.65,2.2,101977.0573
4490,142984.178,550.0,2,164.88,38.5,109.05,25.7,95.18,1.33,113890.5036
4491,208095.515,752.32,2,260.31,58.86,16.69,11.85,93.61,0.93,150506.8542
4492,274890.2237,1094.63,1,1085.71,54.08,52.65,14.2,92.44,1.52,233459.4487
4493,168745.4268,979.38,1,311.11,21.42,26.79,11.65,96.84,2.14,197145.9458
4494,194271.1537,808.87,2,4.56,57.33,35.23,31.87,99.9,1.55,116198.1949
4495,213942.7096,550.0,1,91.33,30.39,38.93,1.26,85.09,1.6,193452.6634
4496,95433.65204,550.0,1,615.37,53.65,57.29,47.7,92.17,1.23,12373.07325
4497,273232.6509,776.93,1,472.79,4.44,34.78,17.72,99.9,1.93,221796.2177
4498,129968.5095,943.64,1,464.64,0.66,11.5,27.34,95.9,1.26,17767.56051
4499,255381.687,1254.08,1,552.58,16.5,54.59,29.88,89.44,1.38,270535.3332
4500,329824.8013,1114.74,1,392.83,22.19,24.38,1.21,92.41,1.5,271923.3133
4501,476500.8692,1177.78,1,246.38,27.96,32.57,16.32,90.85,0.86,397433.1682
4502,294615.7695,1153.94,1,623.5,41.97,52.03,18.11,96.75,1.21,461460.3528
4503,184883.8949,925.5,2,821.07,2.5,25.04,17.66,88.6,1.41,73035.6886
4504,162537.203,909.84,1,207.15,73.54,91.54,24.16,94.42,1.29,63020.29509
4505,155913.4548,942.18,1,721.79,10.89,36.56,3.86,94.98,1.61,43162.40544
4506,241697.619,980.17,2,609.2,34.9,85.98,19.5,85.14,0.65,217650.6843
4507,111897.733,550.0,1,712.54,5.47,18.44,10.86,95.68,1.2,9325.027649
4508,333650.2829,691.22,2,45.06,26.23,73.12,8.23,86.7,1.14,272769.9983
4509,351885.5657,908.79,4,624.47,45.99,1.73,25.46,87.3,1.95,354814.027
4510,196579.568,550.0,2,424.6,38.5,15.98,21.79,99.9,1.14,155812.4042
4511,323248.1091,1327.13,2,907.65,21.57,32.06,10.09,99.68,2.06,417848.0712
4512,290680.7164,1333.37,2,521.58,61.39,47.0,4.34,92.91,1.08,218370.3922
4513,276838.4577,1763.24,1,784.76,52.44,47.46,8.37,96.14,1.05,657570.3
4514,169398.5841,550.0,3,105.28,41.35,54.3,25.43,89.63,1.29,159240.0233
4515,180489.4816,732.98,2,646.2,24.02,67.49,32.34,91.8,1.16,255766.0327
4516,346383.1279,898.6,2,487.97,36.58,48.95,5.53,99.46,1.71,246723.6366
4517,197878.8468,806.19,1,988.98,43.81,31.01,22.54,99.9,1.69,124544.9974
4518,143760.0597,751.34,3,855.09,26.32,55.86,49.43,98.3,1.94,47578.24247
4519,374408.3745,1910.13,2,697.08,27.27,23.66,1.99,90.7,2.12,284332.3493
4520,336955.922,1198.87,2,386.34,18.69,94.37,17.13,95.84,2.07,337165.8876
4521,236852.6988,1611.13,2,289.96,33.11,40.11,14.03,86.54,0.72,135249.1294
4522,370523.9781,1065.64,2,398.25,21.77,43.63,3.27,90.97,0.37,247156.1343
4523,233356.7843,550.0,1,427.33,30.85,13.95,21.98,95.55,2.14,160641.1667
4524,356459.8989,1188.88,1,364.55,49.22,27.53,41.75,86.14,1.29,194943.8711
4525,345118.1716,550.0,4,789.52,27.87,59.89,28.69,99.9,0.64,221892.0343
4527,198274.6968,550.0,2,851.92,54.42,2.22,19.67,94.39,1.66,108170.334
4528,193380.8159,889.66,3,122.05,17.91,37.31,29.56,99.79,1.62,128382.0133
4529,685483.3011,2206.31,2,564.76,15.72,20.14,20.09,93.69,2.12,454795.0032
4530,354230.9295,1020.94,1,414.41,43.21,45.08,32.34,99.9,1.84,282176.9848
4531,150575.7395,1117.44,1,654.84,31.69,84.53,28.75,92.97,2.01,117076.4938
4532,203691.3864,740.51,1,406.72,25.98,73.79,8.44,94.6,1.42,234556.6761
4533,451762.9087,1796.97,3,453.0,6.03,67.05,17.59,88.73,1.88,624015.968
4534,466005.3147,1382.61,2,174.11,54.63,38.99,0.36,98.84,1.22,440842.8566
4535,287000.6819,623.38,3,633.51,23.81,85.21,21.39,89.29,1.71,193349.265
4537,386890.8628,755.25,5,450.26,34.74,0.12,33.8,90.38,1.79,271889.502
4538,317391.1596,1274.45,2,313.79,3.74,13.34,47.55,90.3,0.79,643703.0911
4539,216437.7761,1010.25,3,587.34,0.27,23.44,15.24,86.92,1.87,243405.329
4540,506658.1601,1356.12,1,573.66,31.77,4.38,11.09,89.42,1.17,318302.1394
4541,436641.5751,1084.07,4,1219.52,5.06,21.1,13.46,99.9,0.88,317276.5623
4542,298703.9825,865.23,2,519.56,21.44,45.04,7.5,89.93,1.76,286397.2444
4543,269063.9548,579.71,4,319.87,42.23,30.25,29.75,88.05,0.89,261973.4112
4544,215501.7223,1213.01,2,451.41,33.95,102.68,7.17,99.9,1.48,306063.4177
4545,224462.6259,550.0,1,404.19,45.38,49.09,15.7,92.05,2.03,119905.8368
4546,197713.3609,959.11,2,105.58,29.51,54.42,41.94,94.94,2.73,141781.5838
